,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.07403893,0.02852894,0.991,0.009,0.009,0.009,True,Serping1
Oligodendrocyte Precursor Cells,0.013908995,0.011231367,0.895,0.105,0.105,0.056999999999999995,False,Serping1
Myocytes,-0.02209366,0.018967202,0.123,0.877,0.123,0.079,False,Serping1
Neurons,0.009301551,0.013803177,0.753,0.247,0.247,0.121,False,Serping1
Astrocytes,0.006791048,0.01641557,0.676,0.324,0.324,0.16160000000000002,False,Serping1
Excitatory Neurons,0.004650462,0.012436233,0.644,0.356,0.356,0.19400000000000003,False,Serping1
Endothelial Cells,-0.008690524,0.030538559,0.395,0.605,0.395,0.22271428571428573,False,Serping1
Medium Spiny Neurons,0.0017908679,0.009556538,0.59,0.41,0.41,0.246125,False,Serping1
Microglia,-0.0010432404,0.018062929,0.467,0.533,0.467,0.27066666666666667,False,Serping1
Oligodendrocytes,-0.0006563777,0.010362181,0.486,0.514,0.486,0.29219999999999996,False,Serping1
Neural Stem Cells,-0.00053794397,0.02145747,0.488,0.512,0.488,0.31,False,Serping1
GABAergic Neurons,-0.0011477931,0.019477084,0.498,0.502,0.498,0.3256666666666666,False,Serping1
