,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.13951577,0.029199254,1.0,0.0,0.0,0.0,True,Itih5
Oligodendrocyte Precursor Cells,0.013496342,0.011430969,0.885,0.115,0.115,0.0575,False,Itih5
Myocytes,0.021207202,0.018969484,0.866,0.134,0.134,0.083,False,Itih5
Neurons,0.01101301,0.013741287,0.785,0.215,0.215,0.11599999999999999,False,Itih5
Astrocytes,0.011110341,0.01670536,0.754,0.246,0.246,0.142,False,Itih5
Medium Spiny Neurons,0.005375788,0.00952729,0.722,0.278,0.278,0.16466666666666666,False,Itih5
Endothelial Cells,-0.012913175,0.029132081,0.331,0.669,0.331,0.18842857142857142,False,Itih5
Excitatory Neurons,0.0055029006,0.012459967,0.664,0.336,0.336,0.206875,False,Itih5
Neural Stem Cells,0.0041510654,0.021390118,0.582,0.418,0.418,0.23033333333333333,False,Itih5
Microglia,-0.00091962575,0.018137995,0.468,0.532,0.468,0.2541,False,Itih5
Oligodendrocytes,-0.0009979288,0.010234388,0.473,0.527,0.473,0.27399999999999997,False,Itih5
GABAergic Neurons,-4.9340255e-05,0.019557571,0.516,0.484,0.484,0.2915,False,Itih5
