,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.04407499,0.018744264,0.007,0.993,0.007,0.007,True,Slc16a3
Oligodendrocyte Precursor Cells,0.013630617,0.011226887,0.89,0.11,0.11,0.0585,False,Slc16a3
Neurons,0.00917758,0.013814765,0.749,0.251,0.251,0.12266666666666666,False,Slc16a3
Excitatory Neurons,0.004722035,0.012435794,0.649,0.351,0.351,0.17975,False,Slc16a3
Astrocytes,0.0039900867,0.016192265,0.626,0.374,0.374,0.2186,False,Slc16a3
Endothelial Cells,-0.008236583,0.03109069,0.4,0.6,0.4,0.24883333333333332,False,Slc16a3
Neural Stem Cells,0.0029179153,0.021572147,0.557,0.443,0.443,0.2765714285714286,False,Slc16a3
Microglia,0.0030344687,0.018158643,0.556,0.444,0.444,0.2975,False,Slc16a3
Endocrine Cells,0.0035708286,0.027772637,0.551,0.449,0.449,0.3143333333333333,False,Slc16a3
Medium Spiny Neurons,8.28173e-05,0.009549845,0.523,0.477,0.477,0.33059999999999995,False,Slc16a3
Oligodendrocytes,-0.00059989205,0.010335468,0.487,0.513,0.487,0.3448181818181818,False,Slc16a3
GABAergic Neurons,-0.001626236,0.019476408,0.491,0.509,0.491,0.357,False,Slc16a3
