,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013732392,0.011231725,0.893,0.107,0.107,0.107,False,Ifit1
Neurons,0.00949288,0.013819426,0.757,0.243,0.243,0.175,False,Ifit1
Excitatory Neurons,0.0047589536,0.012432484,0.65,0.35,0.35,0.2333333333333333,False,Ifit1
Astrocytes,0.004769102,0.016209146,0.639,0.361,0.361,0.26525,False,Ifit1
Endocrine Cells,0.0060854075,0.027801992,0.596,0.404,0.404,0.293,False,Ifit1
Myocytes,0.0046957363,0.018709218,0.596,0.404,0.404,0.31149999999999994,False,Ifit1
Endothelial Cells,-0.0074891136,0.031019645,0.407,0.593,0.407,0.3251428571428571,False,Ifit1
Neural Stem Cells,0.0029913227,0.021556344,0.559,0.441,0.441,0.33962499999999995,False,Ifit1
Medium Spiny Neurons,0.00046349573,0.009553553,0.543,0.457,0.457,0.35266666666666663,False,Ifit1
Microglia,-0.0007708152,0.018062618,0.47,0.53,0.47,0.36439999999999995,False,Ifit1
Oligodendrocytes,-0.00064926554,0.010368389,0.486,0.514,0.486,0.3754545454545454,False,Ifit1
GABAergic Neurons,-0.001330171,0.019476617,0.496,0.504,0.496,0.38549999999999995,False,Ifit1
