,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013967621,0.011367667,0.894,0.106,0.106,0.106,False,Otud7b
Myocytes,0.02380269,0.018829355,0.892,0.108,0.108,0.107,False,Otud7b
Neurons,0.009220731,0.013771386,0.752,0.248,0.248,0.154,False,Otud7b
Oligodendrocytes,-0.004628408,0.009860186,0.337,0.663,0.337,0.19974999999999998,False,Otud7b
Endocrine Cells,0.010970919,0.027899334,0.657,0.343,0.343,0.2284,False,Otud7b
Excitatory Neurons,0.00410956,0.012473243,0.626,0.374,0.374,0.25266666666666665,False,Otud7b
Astrocytes,0.0038797583,0.016280731,0.621,0.379,0.379,0.27071428571428574,False,Otud7b
Endothelial Cells,-0.008680207,0.030991267,0.395,0.605,0.395,0.28625,False,Otud7b
Medium Spiny Neurons,0.0010871853,0.009544101,0.562,0.438,0.438,0.3031111111111111,False,Otud7b
Neural Stem Cells,0.0021159227,0.021462211,0.538,0.462,0.462,0.31900000000000006,False,Otud7b
Microglia,-0.000375152,0.018114833,0.481,0.519,0.481,0.33372727272727276,False,Otud7b
GABAergic Neurons,-0.0010782363,0.0195328,0.499,0.501,0.499,0.3475,False,Otud7b
