,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.01266058,0.011369882,0.869,0.131,0.131,0.131,False,Samhd1
Neurons,0.009501967,0.0137660885,0.757,0.243,0.243,0.187,False,Samhd1
Excitatory Neurons,0.0049521346,0.012460658,0.653,0.347,0.347,0.24033333333333332,False,Samhd1
Neural Stem Cells,0.007301056,0.021393703,0.636,0.364,0.364,0.27125,False,Samhd1
Astrocytes,0.0042717787,0.016275795,0.632,0.368,0.368,0.29059999999999997,False,Samhd1
Endocrine Cells,0.008250684,0.027977373,0.619,0.381,0.381,0.30566666666666664,False,Samhd1
Endothelial Cells,-0.0084224865,0.03083158,0.398,0.602,0.398,0.31885714285714284,False,Samhd1
Medium Spiny Neurons,0.001011108,0.0095364135,0.562,0.438,0.438,0.33375,False,Samhd1
Microglia,-0.0014454137,0.018187378,0.46,0.54,0.46,0.34777777777777774,False,Samhd1
Myocytes,0.0011413994,0.01876804,0.54,0.46,0.46,0.359,False,Samhd1
Oligodendrocytes,9.5567666e-05,0.010313723,0.513,0.487,0.487,0.37063636363636365,False,Samhd1
GABAergic Neurons,-0.0011621182,0.019542623,0.498,0.502,0.498,0.38125000000000003,False,Samhd1
