,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.03510525,0.01873879,0.033,0.967,0.033,0.033,True,Prkcq
Oligodendrocytes,-0.0077874954,0.010042877,0.216,0.784,0.216,0.1245,False,Prkcq
Oligodendrocyte Precursor Cells,0.0087148715,0.011705793,0.767,0.233,0.233,0.16066666666666665,False,Prkcq
Neurons,0.0077501102,0.013729202,0.718,0.282,0.282,0.191,False,Prkcq
Excitatory Neurons,0.004543268,0.01244745,0.64,0.36,0.36,0.22480000000000003,False,Prkcq
Astrocytes,0.003518735,0.016219622,0.61,0.39,0.39,0.25233333333333335,False,Prkcq
Endocrine Cells,-0.008256389,0.027714873,0.391,0.609,0.391,0.2721428571428572,False,Prkcq
Endothelial Cells,-0.008636759,0.031006536,0.395,0.605,0.395,0.28750000000000003,False,Prkcq
Neural Stem Cells,0.0030772767,0.021528803,0.561,0.439,0.439,0.30433333333333334,False,Prkcq
Microglia,-0.0017504409,0.018070353,0.453,0.547,0.453,0.31920000000000004,False,Prkcq
GABAergic Neurons,-0.0023671347,0.019515688,0.473,0.527,0.473,0.3331818181818182,False,Prkcq
Medium Spiny Neurons,-0.00034160298,0.009588562,0.501,0.499,0.499,0.347,False,Prkcq
