,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.13193877,0.029015474,1.0,0.0,0.0,0.0,True,Ptgds
Myocytes,0.9471451,0.023228211,1.0,0.0,0.0,0.0,True,Ptgds
Oligodendrocytes,0.042920563,0.012780523,0.999,0.001,0.001,0.0003333333333333333,True,Ptgds
Oligodendrocyte Precursor Cells,0.023344323,0.011774086,0.983,0.017,0.017,0.0045000000000000005,True,Ptgds
Neurons,0.016462553,0.013335287,0.892,0.108,0.108,0.0252,True,Ptgds
Neural Stem Cells,0.020581733,0.020752002,0.835,0.165,0.165,0.04850000000000001,True,Ptgds
Astrocytes,0.0152093,0.0177093,0.813,0.187,0.187,0.0682857142857143,False,Ptgds
Endothelial Cells,0.01917131,0.02772744,0.755,0.245,0.245,0.09037500000000001,False,Ptgds
Medium Spiny Neurons,-0.0063329674,0.009514909,0.262,0.738,0.262,0.10944444444444446,False,Ptgds
Microglia,0.008357599,0.018595045,0.677,0.323,0.323,0.1308,False,Ptgds
Excitatory Neurons,0.0057090595,0.01261281,0.667,0.333,0.333,0.1491818181818182,False,Ptgds
GABAergic Neurons,0.005522793,0.019822743,0.624,0.376,0.376,0.16808333333333333,False,Ptgds
