,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.030824687,0.009665982,0.0,1.0,0.0,0.0,True,Anln
Oligodendrocyte Precursor Cells,0.013628108,0.0112617705,0.89,0.11,0.11,0.055,False,Anln
Myocytes,0.014942387,0.018726166,0.776,0.224,0.224,0.11133333333333334,False,Anln
Neurons,0.009452498,0.013814171,0.757,0.243,0.243,0.14425,False,Anln
Medium Spiny Neurons,0.0050598453,0.009566011,0.713,0.287,0.287,0.17279999999999998,False,Anln
Excitatory Neurons,0.0047720945,0.012433863,0.65,0.35,0.35,0.20233333333333334,False,Anln
Astrocytes,0.0035123427,0.016213723,0.61,0.39,0.39,0.22914285714285715,False,Anln
Endothelial Cells,-0.008189056,0.0310747,0.4,0.6,0.4,0.2505,False,Anln
Endocrine Cells,0.002151263,0.027751444,0.538,0.462,0.462,0.274,False,Anln
Microglia,-0.001008454,0.01807888,0.467,0.533,0.467,0.2933,False,Anln
Neural Stem Cells,0.0013781011,0.021456996,0.526,0.474,0.474,0.30972727272727274,False,Anln
GABAergic Neurons,-0.0009675225,0.019482475,0.502,0.498,0.498,0.3254166666666667,False,Anln
