,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.05219876,0.01902142,0.001,0.999,0.001,0.001,True,Atf4
Oligodendrocytes,0.022784157,0.009613968,0.99,0.01,0.01,0.0055,True,Atf4
Oligodendrocyte Precursor Cells,0.012923624,0.011802627,0.863,0.137,0.137,0.04933333333333334,True,Atf4
Endocrine Cells,-0.028479015,0.028528646,0.147,0.853,0.147,0.07375000000000001,False,Atf4
Neurons,0.009354924,0.01305853,0.763,0.237,0.237,0.10640000000000001,False,Atf4
Neural Stem Cells,0.014574683,0.020859929,0.753,0.247,0.247,0.12983333333333333,False,Atf4
Medium Spiny Neurons,-0.004117156,0.009478293,0.348,0.652,0.348,0.161,False,Atf4
GABAergic Neurons,-0.006922994,0.021197332,0.381,0.619,0.381,0.1885,False,Atf4
Astrocytes,0.0026230174,0.016609646,0.583,0.417,0.417,0.2138888888888889,False,Atf4
Endothelial Cells,-0.005697885,0.030592304,0.429,0.571,0.429,0.2354,False,Atf4
Excitatory Neurons,0.0022774993,0.013194783,0.567,0.433,0.433,0.25336363636363635,False,Atf4
Microglia,0.00034000562,0.018493984,0.492,0.508,0.492,0.27325,False,Atf4
