,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013204435,0.011285953,0.883,0.117,0.117,0.117,False,Bmpr1b
Neurons,0.0099510085,0.013798642,0.765,0.235,0.235,0.176,False,Bmpr1b
Excitatory Neurons,0.004561475,0.012468587,0.64,0.36,0.36,0.2373333333333333,False,Bmpr1b
Myocytes,0.0068679783,0.018718185,0.639,0.361,0.361,0.26825,False,Bmpr1b
Neural Stem Cells,0.007068801,0.021454863,0.634,0.366,0.366,0.2878,False,Bmpr1b
Endocrine Cells,0.0068665897,0.02773121,0.605,0.395,0.395,0.3056666666666667,False,Bmpr1b
Endothelial Cells,-0.007340912,0.03099912,0.408,0.592,0.408,0.3202857142857143,False,Bmpr1b
Astrocytes,0.0020075724,0.016507167,0.566,0.434,0.434,0.3345,False,Bmpr1b
Medium Spiny Neurons,0.000690503,0.009572682,0.553,0.447,0.447,0.34700000000000003,False,Bmpr1b
Microglia,-0.00062782376,0.018098446,0.473,0.527,0.473,0.35960000000000003,False,Bmpr1b
Oligodendrocytes,-0.0004923293,0.010327283,0.49,0.51,0.49,0.3714545454545455,False,Bmpr1b
GABAergic Neurons,-0.0014295656,0.019509112,0.494,0.506,0.494,0.38166666666666665,False,Bmpr1b
