,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.036543775,0.018879,0.973,0.027,0.027,0.027,True,Tmem176a
Endocrine Cells,0.040500496,0.02905735,0.918,0.082,0.082,0.0545,False,Tmem176a
Oligodendrocyte Precursor Cells,0.013916708,0.011552587,0.888,0.112,0.112,0.07366666666666667,False,Tmem176a
Neurons,0.009877716,0.013737836,0.764,0.236,0.236,0.11424999999999999,False,Tmem176a
Neural Stem Cells,0.010546213,0.021433357,0.689,0.311,0.311,0.15360000000000001,False,Tmem176a
Astrocytes,0.0060533094,0.016374022,0.661,0.339,0.339,0.1845,False,Tmem176a
Excitatory Neurons,0.0050469097,0.012445812,0.654,0.346,0.346,0.20757142857142855,False,Tmem176a
Microglia,0.0049468675,0.01829942,0.61,0.39,0.39,0.230375,False,Tmem176a
Endothelial Cells,-0.008102177,0.030952696,0.4,0.6,0.4,0.2492222222222222,False,Tmem176a
Medium Spiny Neurons,0.0016154951,0.009551255,0.585,0.415,0.415,0.2658,False,Tmem176a
GABAergic Neurons,-0.0016207726,0.019517992,0.491,0.509,0.491,0.2862727272727273,False,Tmem176a
Oligodendrocytes,-6.673177e-05,0.010348034,0.509,0.491,0.491,0.30333333333333334,False,Tmem176a
