,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013585584,0.011299393,0.888,0.112,0.112,0.112,False,Acaa2
Myocytes,-0.0139962025,0.018895809,0.233,0.767,0.233,0.17250000000000001,False,Acaa2
Neurons,0.008999893,0.0137816705,0.741,0.259,0.259,0.20133333333333336,False,Acaa2
Endocrine Cells,0.011259256,0.027968356,0.662,0.338,0.338,0.23550000000000004,False,Acaa2
Excitatory Neurons,0.004676278,0.012478695,0.644,0.356,0.356,0.2596,False,Acaa2
Neural Stem Cells,-0.005315466,0.021296926,0.393,0.607,0.393,0.2818333333333333,False,Acaa2
Astrocytes,0.0026812928,0.016447656,0.586,0.414,0.414,0.3007142857142857,False,Acaa2
Endothelial Cells,-0.0064802626,0.030699007,0.418,0.582,0.418,0.315375,False,Acaa2
Microglia,-0.00083285745,0.018118257,0.468,0.532,0.468,0.33233333333333337,False,Acaa2
Oligodendrocytes,-0.0007740939,0.010321135,0.48,0.52,0.48,0.3471,False,Acaa2
GABAergic Neurons,-0.0016302224,0.019545102,0.491,0.509,0.491,0.3601818181818182,False,Acaa2
Medium Spiny Neurons,-0.00045508752,0.009557035,0.495,0.505,0.495,0.3714166666666667,False,Acaa2
