,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.051243596,0.018843567,0.001,0.999,0.001,0.001,True,Adgrf5
Oligodendrocyte Precursor Cells,0.014133509,0.011359678,0.896,0.104,0.104,0.0525,False,Adgrf5
Neurons,0.008396399,0.013750999,0.728,0.272,0.272,0.12566666666666668,False,Adgrf5
Endothelial Cells,-0.012922163,0.029375648,0.332,0.668,0.332,0.17725000000000002,False,Adgrf5
Excitatory Neurons,0.0052012927,0.012447725,0.655,0.345,0.345,0.21080000000000002,False,Adgrf5
Astrocytes,0.0048818975,0.01627425,0.641,0.359,0.359,0.23550000000000001,False,Adgrf5
Medium Spiny Neurons,0.0031088856,0.009533558,0.641,0.359,0.359,0.25314285714285717,False,Adgrf5
Neural Stem Cells,0.0052335244,0.021527546,0.599,0.401,0.401,0.271625,False,Adgrf5
Microglia,-0.0027735205,0.018098846,0.429,0.571,0.429,0.2891111111111111,False,Adgrf5
Endocrine Cells,-0.0038213015,0.027822172,0.449,0.551,0.449,0.3051,False,Adgrf5
Oligodendrocytes,-0.00056673086,0.010324905,0.487,0.513,0.487,0.3216363636363636,False,Adgrf5
GABAergic Neurons,-0.0005604366,0.019498358,0.505,0.495,0.495,0.3360833333333333,False,Adgrf5
