,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,-0.04699265,0.027708873,0.043,0.957,0.043,0.043,True,Kdr
Oligodendrocytes,-0.011564947,0.009668009,0.107,0.893,0.107,0.075,False,Kdr
Oligodendrocyte Precursor Cells,0.011933061,0.0112679005,0.851,0.149,0.149,0.09966666666666667,False,Kdr
Myocytes,0.011391639,0.018744202,0.715,0.285,0.285,0.146,False,Kdr
Endothelial Cells,-0.015229226,0.030738614,0.306,0.694,0.306,0.178,False,Kdr
Neurons,0.005836283,0.013830975,0.668,0.332,0.332,0.20366666666666666,False,Kdr
Neural Stem Cells,-0.008041763,0.021592773,0.348,0.652,0.348,0.22428571428571425,False,Kdr
Excitatory Neurons,0.0043599466,0.012439512,0.637,0.363,0.363,0.24162499999999998,False,Kdr
Astrocytes,0.003477805,0.016219223,0.609,0.391,0.391,0.2582222222222222,False,Kdr
Microglia,-0.0015876273,0.018071737,0.454,0.546,0.454,0.2778,False,Kdr
GABAergic Neurons,-0.0012797992,0.019481353,0.496,0.504,0.496,0.29763636363636364,False,Kdr
Medium Spiny Neurons,-0.00041302733,0.009597956,0.497,0.503,0.497,0.31425,False,Kdr
