,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,-0.14150952,0.028211676,0.0,1.0,0.0,0.0,True,Ccnd2
Oligodendrocyte Precursor Cells,0.014032529,0.011398845,0.894,0.106,0.106,0.053,False,Ccnd2
Neural Stem Cells,0.019281905,0.019587295,0.834,0.166,0.166,0.09066666666666667,False,Ccnd2
Neurons,0.0088073695,0.01375488,0.738,0.262,0.262,0.1335,False,Ccnd2
Medium Spiny Neurons,-0.0058663036,0.009496213,0.278,0.722,0.278,0.16240000000000002,False,Ccnd2
Excitatory Neurons,0.0071512195,0.012622692,0.719,0.281,0.281,0.18216666666666667,False,Ccnd2
Astrocytes,0.0035668698,0.016354673,0.61,0.39,0.39,0.21185714285714288,False,Ccnd2
Endothelial Cells,-0.008668593,0.030854892,0.395,0.605,0.395,0.23475000000000001,False,Ccnd2
Microglia,-0.0018521466,0.018100291,0.451,0.549,0.451,0.2587777777777778,False,Ccnd2
Myocytes,-0.001588708,0.018761722,0.479,0.521,0.479,0.28080000000000005,False,Ccnd2
GABAergic Neurons,-0.0019570594,0.019660668,0.481,0.519,0.481,0.299,False,Ccnd2
Oligodendrocytes,-0.0003077804,0.010325063,0.496,0.504,0.496,0.3154166666666667,False,Ccnd2
