,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.015181942,0.011254841,0.908,0.092,0.092,0.092,False,Tac2
Neurons,0.014905866,0.013492643,0.864,0.136,0.136,0.114,False,Tac2
Myocytes,0.0114908805,0.01873355,0.716,0.284,0.284,0.17066666666666666,False,Tac2
Excitatory Neurons,0.0050046756,0.012443293,0.654,0.346,0.346,0.2145,False,Tac2
Astrocytes,0.004528743,0.016211186,0.636,0.364,0.364,0.2444,False,Tac2
GABAergic Neurons,-0.00631345,0.019787649,0.382,0.618,0.382,0.26733333333333337,False,Tac2
Endothelial Cells,-0.007958424,0.03108338,0.401,0.599,0.401,0.2864285714285714,False,Tac2
Endocrine Cells,0.004021907,0.02772369,0.559,0.441,0.441,0.30574999999999997,False,Tac2
Neural Stem Cells,0.0028179511,0.02155488,0.553,0.447,0.447,0.3214444444444444,False,Tac2
Medium Spiny Neurons,0.00021630955,0.009587838,0.527,0.473,0.473,0.33659999999999995,False,Tac2
Microglia,-0.00035634422,0.018070756,0.481,0.519,0.481,0.34972727272727266,False,Tac2
Oligodendrocytes,-1.4892902e-05,0.010357662,0.51,0.49,0.49,0.36141666666666666,False,Tac2
