,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,-0.050904676,0.028450837,0.038,0.962,0.038,0.038,True,Tgfbr3
Oligodendrocyte Precursor Cells,0.013084237,0.01128453,0.879,0.121,0.121,0.0795,False,Tgfbr3
Neurons,0.0090544205,0.013767411,0.743,0.257,0.257,0.1386666666666667,False,Tgfbr3
Myocytes,-0.008653084,0.018836625,0.323,0.677,0.323,0.18475000000000003,False,Tgfbr3
Excitatory Neurons,0.0049691834,0.012471733,0.653,0.347,0.347,0.2172,False,Tgfbr3
Astrocytes,0.0049058287,0.016346725,0.641,0.359,0.359,0.24083333333333334,False,Tgfbr3
Endothelial Cells,-0.0089147035,0.030443022,0.393,0.607,0.393,0.26257142857142857,False,Tgfbr3
Medium Spiny Neurons,0.0016670314,0.009526035,0.586,0.414,0.414,0.28150000000000003,False,Tgfbr3
Neural Stem Cells,0.0028097366,0.021534177,0.553,0.447,0.447,0.2998888888888889,False,Tgfbr3
Microglia,-0.0007506706,0.018073512,0.47,0.53,0.47,0.31690000000000007,False,Tgfbr3
Oligodendrocytes,-0.0002948924,0.01034371,0.497,0.503,0.497,0.33327272727272733,False,Tgfbr3
GABAergic Neurons,-0.0010114767,0.019528234,0.501,0.499,0.499,0.34708333333333335,False,Tgfbr3
