,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.038355168,0.018819638,0.985,0.015,0.015,0.015,True,Otof
Oligodendrocyte Precursor Cells,0.01331789,0.011286537,0.885,0.115,0.115,0.065,False,Otof
Neurons,0.007964821,0.013704321,0.721,0.279,0.279,0.13633333333333333,False,Otof
Endocrine Cells,0.015160194,0.027878936,0.718,0.282,0.282,0.17275000000000001,False,Otof
Medium Spiny Neurons,0.0041555855,0.009488445,0.682,0.318,0.318,0.20180000000000003,False,Otof
Excitatory Neurons,0.004805306,0.012516887,0.65,0.35,0.35,0.2265,False,Otof
Astrocytes,0.0035145327,0.016221533,0.61,0.39,0.39,0.24985714285714286,False,Otof
Endothelial Cells,-0.00841106,0.031078748,0.399,0.601,0.399,0.2685,False,Otof
Neural Stem Cells,0.0027004606,0.021564858,0.552,0.448,0.448,0.28844444444444445,False,Otof
Microglia,-0.0014353889,0.01807627,0.46,0.54,0.46,0.3056,False,Otof
Oligodendrocytes,-0.00088594935,0.010346372,0.477,0.523,0.477,0.3211818181818182,False,Otof
GABAergic Neurons,-0.00013822236,0.019869162,0.514,0.486,0.486,0.3349166666666667,False,Otof
