,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013039262,0.011472006,0.874,0.126,0.126,0.126,False,Pmp22
Oligodendrocytes,-0.008623996,0.010191975,0.192,0.808,0.192,0.159,False,Pmp22
Neurons,0.0103680305,0.013798998,0.77,0.23,0.23,0.18266666666666667,False,Pmp22
Excitatory Neurons,0.005231745,0.012444189,0.655,0.345,0.345,0.22325,False,Pmp22
Medium Spiny Neurons,0.0035897477,0.009549738,0.654,0.346,0.346,0.24779999999999996,False,Pmp22
Endocrine Cells,0.009380341,0.027825374,0.641,0.359,0.359,0.2663333333333333,False,Pmp22
Microglia,-0.0065123197,0.018436631,0.361,0.639,0.361,0.27985714285714286,False,Pmp22
Neural Stem Cells,0.003591178,0.02142353,0.572,0.428,0.428,0.298375,False,Pmp22
Endothelial Cells,-0.0050827023,0.030859703,0.438,0.562,0.438,0.3138888888888889,False,Pmp22
Myocytes,-0.0029992003,0.018766992,0.448,0.552,0.448,0.32730000000000004,False,Pmp22
Astrocytes,0.00022855926,0.016458571,0.525,0.475,0.475,0.34072727272727277,False,Pmp22
GABAergic Neurons,-0.00058579125,0.019514756,0.505,0.495,0.495,0.35358333333333336,False,Pmp22
