,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014364579,0.011253325,0.9,0.1,0.1,0.1,False,Fgfr2
Myocytes,0.019936243,0.018797006,0.853,0.147,0.147,0.1235,False,Fgfr2
Endocrine Cells,0.027437387,0.027900424,0.827,0.173,0.173,0.13999999999999999,False,Fgfr2
Oligodendrocytes,-0.00869566,0.009783125,0.179,0.821,0.179,0.14975,False,Fgfr2
Neurons,0.010099685,0.013815637,0.767,0.233,0.233,0.1664,False,Fgfr2
Neural Stem Cells,0.016093956,0.021251762,0.765,0.235,0.235,0.17783333333333332,False,Fgfr2
Excitatory Neurons,0.00492239,0.012451882,0.653,0.347,0.347,0.20199999999999999,False,Fgfr2
Medium Spiny Neurons,0.0034625074,0.009584639,0.651,0.349,0.349,0.220375,False,Fgfr2
Astrocytes,0.004140656,0.016437119,0.628,0.372,0.372,0.2372222222222222,False,Fgfr2
Endothelial Cells,-0.008162747,0.03095672,0.4,0.6,0.4,0.25349999999999995,False,Fgfr2
Microglia,-0.0004809766,0.01808424,0.477,0.523,0.477,0.2738181818181818,False,Fgfr2
GABAergic Neurons,-0.00080446515,0.019518357,0.505,0.495,0.495,0.29224999999999995,False,Fgfr2
