,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.015125321,0.011324615,0.907,0.093,0.093,0.093,False,Msn
Myocytes,-0.020995662,0.018725919,0.136,0.864,0.136,0.1145,False,Msn
Neurons,0.010077307,0.013801434,0.767,0.233,0.233,0.154,False,Msn
Excitatory Neurons,0.0048803184,0.012441227,0.653,0.347,0.347,0.20224999999999999,False,Msn
Astrocytes,0.003720669,0.016339583,0.615,0.385,0.385,0.23879999999999998,False,Msn
Endocrine Cells,0.0075636837,0.027892333,0.612,0.388,0.388,0.26366666666666666,False,Msn
Oligodendrocytes,0.002528366,0.010300044,0.602,0.398,0.398,0.28285714285714286,False,Msn
Endothelial Cells,-0.007987553,0.030619284,0.4,0.6,0.4,0.2975,False,Msn
Medium Spiny Neurons,0.0018185729,0.009546691,0.59,0.41,0.41,0.31,False,Msn
Microglia,-0.001665037,0.018434178,0.453,0.547,0.453,0.3243,False,Msn
Neural Stem Cells,-0.0002790844,0.021264864,0.491,0.509,0.491,0.33945454545454545,False,Msn
GABAergic Neurons,-0.0013092404,0.019486578,0.496,0.504,0.496,0.35250000000000004,False,Msn
