,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.01594299,0.011654898,0.912,0.088,0.088,0.088,False,Gfra1
Neurons,0.010617532,0.013609111,0.781,0.219,0.219,0.1535,False,Gfra1
Excitatory Neurons,0.00499954,0.012495049,0.654,0.346,0.346,0.21766666666666667,False,Gfra1
Oligodendrocytes,0.0037925316,0.010137702,0.644,0.356,0.356,0.25225,False,Gfra1
Astrocytes,0.0041724634,0.016292648,0.628,0.372,0.372,0.27619999999999995,False,Gfra1
Endothelial Cells,-0.00838834,0.031021887,0.399,0.601,0.399,0.29666666666666663,False,Gfra1
Myocytes,0.0026158895,0.018723989,0.558,0.442,0.442,0.31742857142857145,False,Gfra1
Medium Spiny Neurons,0.0008427443,0.009550455,0.556,0.444,0.444,0.33325,False,Gfra1
Microglia,-0.00068059267,0.018099496,0.473,0.527,0.473,0.34877777777777774,False,Gfra1
Neural Stem Cells,0.0010618515,0.021413976,0.519,0.481,0.481,0.362,False,Gfra1
GABAergic Neurons,-0.00033758808,0.01967143,0.51,0.49,0.49,0.3736363636363636,False,Gfra1
Endocrine Cells,-0.0011626537,0.027723534,0.493,0.507,0.493,0.38358333333333333,False,Gfra1
