,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.01496116,0.011311246,0.907,0.093,0.093,0.093,False,Rhog
Neurons,0.009705779,0.013803883,0.759,0.241,0.241,0.16699999999999998,False,Rhog
Oligodendrocytes,-0.0069371504,0.009930691,0.244,0.756,0.244,0.19266666666666665,False,Rhog
Excitatory Neurons,0.004808169,0.012441521,0.65,0.35,0.35,0.23199999999999998,False,Rhog
Astrocytes,0.0045200125,0.01624573,0.635,0.365,0.365,0.2586,False,Rhog
Endothelial Cells,-0.007873269,0.031020913,0.402,0.598,0.402,0.2825,False,Rhog
Neural Stem Cells,0.0048046126,0.021518437,0.594,0.406,0.406,0.30014285714285716,False,Rhog
Myocytes,0.004141712,0.018714981,0.589,0.411,0.411,0.314,False,Rhog
Medium Spiny Neurons,0.00093461527,0.009547858,0.559,0.441,0.441,0.3281111111111111,False,Rhog
Endocrine Cells,0.0014758827,0.02780182,0.526,0.474,0.474,0.34269999999999995,False,Rhog
Microglia,0.00019364723,0.018221486,0.49,0.51,0.49,0.35609090909090907,False,Rhog
GABAergic Neurons,-0.0011208057,0.019486973,0.499,0.501,0.499,0.36799999999999994,False,Rhog
