,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.076604165,0.018871738,0.0,1.0,0.0,0.0,True,Kif1c
Oligodendrocyte Precursor Cells,0.01446311,0.011584392,0.897,0.103,0.103,0.0515,False,Kif1c
Endocrine Cells,0.023172406,0.028001312,0.801,0.199,0.199,0.10066666666666667,False,Kif1c
Neurons,0.01062141,0.013639167,0.78,0.22,0.22,0.1305,False,Kif1c
Excitatory Neurons,0.005160057,0.012584699,0.654,0.346,0.346,0.1736,False,Kif1c
Astrocytes,0.0039549875,0.016613988,0.621,0.379,0.379,0.20783333333333331,False,Kif1c
Endothelial Cells,-0.007929173,0.030437758,0.4,0.6,0.4,0.23528571428571426,False,Kif1c
Neural Stem Cells,0.0050830874,0.021239912,0.598,0.402,0.402,0.256125,False,Kif1c
Medium Spiny Neurons,0.00034074488,0.009542022,0.538,0.462,0.462,0.279,False,Kif1c
Oligodendrocytes,0.0005898462,0.01007806,0.527,0.473,0.473,0.2984,False,Kif1c
Microglia,0.0006969408,0.018250054,0.496,0.504,0.496,0.31636363636363635,False,Kif1c
GABAergic Neurons,-0.00094129966,0.019649928,0.502,0.498,0.498,0.33149999999999996,False,Kif1c
