,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013016498,0.011722763,0.868,0.132,0.132,0.132,False,Ndn
Neural Stem Cells,-0.018684544,0.020919904,0.187,0.813,0.187,0.1595,False,Ndn
Excitatory Neurons,0.009892701,0.012920946,0.777,0.223,0.223,0.18066666666666667,False,Ndn
Myocytes,0.012479307,0.01887664,0.728,0.272,0.272,0.20350000000000001,False,Ndn
Astrocytes,0.0061366437,0.016509835,0.661,0.339,0.339,0.2306,False,Ndn
Medium Spiny Neurons,0.0028289251,0.009506263,0.633,0.367,0.367,0.25333333333333335,False,Ndn
Neurons,-0.0040650903,0.012342749,0.378,0.622,0.378,0.2711428571428572,False,Ndn
Endothelial Cells,-0.007110937,0.030902987,0.409,0.591,0.409,0.288375,False,Ndn
Endocrine Cells,-0.0050290707,0.028094301,0.432,0.568,0.432,0.30433333333333334,False,Ndn
GABAergic Neurons,-0.0034123901,0.020463666,0.448,0.552,0.448,0.3187,False,Ndn
Oligodendrocytes,0.0006376615,0.010052346,0.531,0.469,0.469,0.33236363636363636,False,Ndn
Microglia,-0.00041997974,0.018201586,0.48,0.52,0.48,0.3446666666666666,False,Ndn
