,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.10127743,0.019530341,1.0,0.0,0.0,0.0,True,Igf2
Endocrine Cells,0.05364738,0.028228438,0.969,0.031,0.031,0.0155,True,Igf2
Oligodendrocyte Precursor Cells,0.012838595,0.011263537,0.875,0.125,0.125,0.052,False,Igf2
Endothelial Cells,-0.020496232,0.028811507,0.242,0.758,0.242,0.0995,False,Igf2
Neurons,0.008455146,0.013803018,0.728,0.272,0.272,0.134,False,Igf2
Excitatory Neurons,0.0043018875,0.01243769,0.633,0.367,0.367,0.1728333333333333,False,Igf2
Astrocytes,0.0038055426,0.016775625,0.614,0.386,0.386,0.2032857142857143,False,Igf2
Microglia,-0.0026595953,0.018065352,0.431,0.569,0.431,0.23175,False,Igf2
Neural Stem Cells,0.003398522,0.021401849,0.568,0.432,0.432,0.254,False,Igf2
Medium Spiny Neurons,0.00087693933,0.009549547,0.557,0.443,0.443,0.27290000000000003,False,Igf2
Oligodendrocytes,-0.0018369039,0.010334593,0.447,0.553,0.447,0.2887272727272727,False,Igf2
GABAergic Neurons,-0.0014844341,0.019481024,0.492,0.508,0.492,0.3056666666666667,False,Igf2
