,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.0406735,0.01882526,0.988,0.012,0.012,0.012,True,Mmd2
Oligodendrocyte Precursor Cells,0.0154620055,0.011550119,0.907,0.093,0.093,0.0525,False,Mmd2
Neurons,0.010644048,0.013759591,0.778,0.222,0.222,0.109,False,Mmd2
Excitatory Neurons,0.005225851,0.012510554,0.655,0.345,0.345,0.16799999999999998,False,Mmd2
Endothelial Cells,-0.008255434,0.030961778,0.399,0.601,0.399,0.2142,False,Mmd2
Medium Spiny Neurons,0.0014777221,0.00956534,0.578,0.422,0.422,0.24883333333333332,False,Mmd2
Astrocytes,0.0020171101,0.016614433,0.565,0.435,0.435,0.2754285714285714,False,Mmd2
Endocrine Cells,0.0036586875,0.027720703,0.551,0.449,0.449,0.297125,False,Mmd2
Microglia,-0.0015047753,0.018112428,0.459,0.541,0.459,0.3151111111111111,False,Mmd2
Oligodendrocytes,-0.0006457547,0.010312039,0.486,0.514,0.486,0.3322,False,Mmd2
GABAergic Neurons,-0.00089775573,0.01954628,0.502,0.498,0.498,0.3472727272727273,False,Mmd2
Neural Stem Cells,-3.8509712e-05,0.021411333,0.499,0.501,0.499,0.35991666666666666,False,Mmd2
