,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.012667839,0.011301577,0.872,0.128,0.128,0.128,False,Lrig1
Neurons,0.009612117,0.013805828,0.757,0.243,0.243,0.1855,False,Lrig1
Endocrine Cells,0.01447363,0.027845344,0.707,0.293,0.293,0.2213333333333333,False,Lrig1
Myocytes,0.009769335,0.018784191,0.69,0.31,0.31,0.2435,False,Lrig1
Excitatory Neurons,0.004990617,0.01244796,0.654,0.346,0.346,0.26399999999999996,False,Lrig1
Endothelial Cells,-0.008789174,0.031007707,0.395,0.605,0.395,0.28583333333333333,False,Lrig1
Medium Spiny Neurons,0.0012616967,0.009586664,0.569,0.431,0.431,0.30657142857142855,False,Lrig1
Microglia,-0.0006349427,0.018083913,0.473,0.527,0.473,0.32737499999999997,False,Lrig1
Neural Stem Cells,0.0013042176,0.021470755,0.524,0.476,0.476,0.34388888888888886,False,Lrig1
Astrocytes,-0.0014729325,0.016516758,0.478,0.522,0.478,0.35729999999999995,False,Lrig1
Oligodendrocytes,-0.00067203987,0.0103273075,0.485,0.515,0.485,0.3689090909090909,False,Lrig1
GABAergic Neurons,-0.0014170245,0.019490646,0.494,0.506,0.494,0.3793333333333333,False,Lrig1
