,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.03319199,0.018847048,0.964,0.036,0.036,0.036,True,Ptch1
Oligodendrocyte Precursor Cells,0.0149829555,0.011483738,0.903,0.097,0.097,0.0665,False,Ptch1
Neurons,0.009311023,0.013721975,0.755,0.245,0.245,0.126,False,Ptch1
Endocrine Cells,0.018067505,0.027926378,0.745,0.255,0.255,0.15825,False,Ptch1
Neural Stem Cells,0.013656453,0.021300927,0.735,0.265,0.265,0.1796,False,Ptch1
Oligodendrocytes,0.004070776,0.010171538,0.655,0.345,0.345,0.20716666666666664,False,Ptch1
Excitatory Neurons,0.0051347828,0.012484076,0.654,0.346,0.346,0.227,False,Ptch1
Endothelial Cells,-0.01064627,0.030928124,0.368,0.632,0.368,0.24462499999999998,False,Ptch1
Astrocytes,-0.0042529805,0.016598577,0.413,0.587,0.413,0.2633333333333333,False,Ptch1
Medium Spiny Neurons,0.0012833924,0.009562751,0.57,0.43,0.43,0.27999999999999997,False,Ptch1
Microglia,-0.001491623,0.018115625,0.459,0.541,0.459,0.29627272727272724,False,Ptch1
GABAergic Neurons,-0.0016520295,0.01956112,0.491,0.509,0.491,0.3125,False,Ptch1
