,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013640232,0.011250372,0.89,0.11,0.11,0.11,False,Notch3
Myocytes,-0.014103409,0.018721556,0.23,0.77,0.23,0.17,False,Notch3
Neurons,0.0100572575,0.013802203,0.766,0.234,0.234,0.19133333333333336,False,Notch3
Endocrine Cells,0.0112386625,0.027855845,0.662,0.338,0.338,0.22800000000000004,False,Notch3
Excitatory Neurons,0.004886979,0.012434923,0.653,0.347,0.347,0.2518,False,Notch3
Astrocytes,0.00393366,0.016292974,0.622,0.378,0.378,0.2728333333333333,False,Notch3
Endothelial Cells,-0.009928577,0.030627271,0.382,0.618,0.382,0.2884285714285714,False,Notch3
Neural Stem Cells,0.0048394613,0.021551713,0.594,0.406,0.406,0.30312500000000003,False,Notch3
Medium Spiny Neurons,0.0012154318,0.009548139,0.565,0.435,0.435,0.3177777777777778,False,Notch3
Microglia,-0.00085511204,0.018074766,0.468,0.532,0.468,0.33280000000000004,False,Notch3
Oligodendrocytes,-0.0003307672,0.010360324,0.496,0.504,0.496,0.3476363636363637,False,Notch3
GABAergic Neurons,-0.0011414302,0.01947867,0.499,0.501,0.499,0.36025,False,Notch3
