,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.021136291,0.011817679,0.964,0.036,0.036,0.036,True,Mmp15
Myocytes,0.030548781,0.018834911,0.946,0.054,0.054,0.045,True,Mmp15
Endocrine Cells,0.033986527,0.028037053,0.889,0.111,0.111,0.067,False,Mmp15
Neurons,0.0089350175,0.013759613,0.74,0.26,0.26,0.11525,False,Mmp15
Excitatory Neurons,0.004546502,0.0124599505,0.64,0.36,0.36,0.16419999999999998,False,Mmp15
Neural Stem Cells,0.007417817,0.02144357,0.638,0.362,0.362,0.19716666666666663,False,Mmp15
Astrocytes,0.0037738767,0.016282996,0.617,0.383,0.383,0.2237142857142857,False,Mmp15
Endothelial Cells,-0.009854444,0.030953271,0.383,0.617,0.383,0.24362499999999998,False,Mmp15
Oligodendrocytes,-0.0018295265,0.010331168,0.447,0.553,0.447,0.2662222222222222,False,Mmp15
Microglia,-0.0009278778,0.018077357,0.468,0.532,0.468,0.2864,False,Mmp15
Medium Spiny Neurons,0.00020473303,0.009583978,0.527,0.473,0.473,0.30336363636363634,False,Mmp15
GABAergic Neurons,-0.0008402354,0.019550003,0.503,0.497,0.497,0.31949999999999995,False,Mmp15
