,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.015687503,0.0118347695,0.907,0.093,0.093,0.093,False,Sulf2
Myocytes,0.019375661,0.018786663,0.847,0.153,0.153,0.123,False,Sulf2
Neurons,0.009382449,0.013711799,0.757,0.243,0.243,0.163,False,Sulf2
Excitatory Neurons,0.005490882,0.012554857,0.661,0.339,0.339,0.20700000000000002,False,Sulf2
Neural Stem Cells,-0.007138856,0.02143483,0.362,0.638,0.362,0.238,False,Sulf2
Astrocytes,0.003877157,0.016359922,0.62,0.38,0.38,0.26166666666666666,False,Sulf2
Endocrine Cells,0.0076889917,0.027917976,0.616,0.384,0.384,0.2791428571428571,False,Sulf2
Endothelial Cells,-0.007545006,0.031017883,0.406,0.594,0.406,0.295,False,Sulf2
Medium Spiny Neurons,0.0018137376,0.009551526,0.59,0.41,0.41,0.30777777777777776,False,Sulf2
Microglia,0.0030979456,0.018151535,0.557,0.443,0.443,0.32130000000000003,False,Sulf2
GABAergic Neurons,0.00049056194,0.019754061,0.527,0.473,0.473,0.3350909090909091,False,Sulf2
Oligodendrocytes,-0.00075521803,0.010106158,0.48,0.52,0.48,0.3471666666666667,False,Sulf2
