,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.025386516,0.018849062,0.906,0.094,0.094,0.094,False,Lima1
Oligodendrocyte Precursor Cells,0.014659553,0.0116944285,0.898,0.102,0.102,0.098,False,Lima1
Endocrine Cells,0.025904482,0.028139567,0.814,0.186,0.186,0.12733333333333333,False,Lima1
Neurons,0.00958943,0.01379395,0.757,0.243,0.243,0.15625,False,Lima1
Excitatory Neurons,0.004594872,0.01244334,0.642,0.358,0.358,0.1966,False,Lima1
Astrocytes,0.004681908,0.016286904,0.639,0.361,0.361,0.22399999999999998,False,Lima1
Endothelial Cells,-0.009056223,0.030741127,0.393,0.607,0.393,0.24814285714285714,False,Lima1
Neural Stem Cells,0.0042494345,0.021149006,0.585,0.415,0.415,0.26899999999999996,False,Lima1
Medium Spiny Neurons,0.00034007165,0.009545024,0.538,0.462,0.462,0.29044444444444445,False,Lima1
Microglia,6.3083775e-05,0.01812126,0.489,0.511,0.489,0.31029999999999996,False,Lima1
GABAergic Neurons,-0.0014258417,0.019512152,0.494,0.506,0.494,0.32699999999999996,False,Lima1
Oligodendrocytes,-0.00037036065,0.010247304,0.494,0.506,0.494,0.3409166666666666,False,Lima1
