,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.12849666,0.011855975,0.0,1.0,0.0,0.0,True,Mal
Myocytes,0.021300027,0.018832995,0.869,0.131,0.131,0.0655,False,Mal
Oligodendrocyte Precursor Cells,0.010799015,0.011580574,0.82,0.18,0.18,0.10366666666666667,False,Mal
Neurons,0.005413861,0.013648265,0.665,0.335,0.335,0.1615,False,Mal
Endocrine Cells,0.010260878,0.027898367,0.649,0.351,0.351,0.1994,False,Mal
Microglia,-0.004482183,0.018298468,0.397,0.603,0.397,0.23233333333333336,False,Mal
Excitatory Neurons,0.0026921255,0.0125391325,0.583,0.417,0.417,0.25871428571428573,False,Mal
Medium Spiny Neurons,0.0011729086,0.009534633,0.564,0.436,0.436,0.28087500000000004,False,Mal
Neural Stem Cells,-0.0013357906,0.021117225,0.459,0.541,0.459,0.3006666666666667,False,Mal
Astrocytes,0.00040298278,0.016528757,0.53,0.47,0.47,0.3176,False,Mal
Endothelial Cells,-0.0023716888,0.0302515,0.471,0.529,0.471,0.3315454545454546,False,Mal
GABAergic Neurons,-9.612596e-06,0.019696409,0.517,0.483,0.483,0.3441666666666667,False,Mal
