,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Neural Stem Cells,0.04602659,0.020229157,0.994,0.006,0.006,0.006,True,Meis2
Myocytes,0.03793336,0.018864328,0.984,0.016,0.016,0.011,True,Meis2
Oligodendrocyte Precursor Cells,0.017239658,0.011497879,0.936,0.064,0.064,0.028666666666666663,True,Meis2
Neurons,0.01719413,0.013692459,0.899,0.101,0.101,0.04675,True,Meis2
Astrocytes,0.0037895667,0.016419908,0.616,0.384,0.384,0.1142,False,Meis2
GABAergic Neurons,0.0049635977,0.020332249,0.612,0.388,0.388,0.15983333333333333,False,Meis2
Endothelial Cells,-0.0073606446,0.031000812,0.408,0.592,0.408,0.19528571428571428,False,Meis2
Medium Spiny Neurons,0.0018673835,0.009910195,0.59,0.41,0.41,0.222125,False,Meis2
Excitatory Neurons,0.0025745565,0.01263523,0.58,0.42,0.42,0.2441111111111111,False,Meis2
Oligodendrocytes,0.00034566887,0.010255436,0.519,0.481,0.481,0.2678,False,Meis2
Endocrine Cells,-0.00015159656,0.027816422,0.509,0.491,0.491,0.2880909090909091,False,Meis2
Microglia,0.0006983464,0.01816044,0.496,0.504,0.496,0.30541666666666667,False,Meis2
