,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.080538996,0.028546888,0.996,0.004,0.004,0.004,True,Xist
Myocytes,0.037850823,0.01893496,0.981,0.019,0.019,0.0115,True,Xist
Medium Spiny Neurons,-0.009919668,0.009544238,0.144,0.856,0.144,0.05566666666666666,False,Xist
Oligodendrocytes,-0.005535584,0.010298913,0.308,0.692,0.308,0.11875,False,Xist
Oligodendrocyte Precursor Cells,0.005415297,0.011465485,0.686,0.314,0.314,0.1578,False,Xist
Neurons,0.006164665,0.013747666,0.677,0.323,0.323,0.18533333333333332,False,Xist
Endothelial Cells,-0.012796346,0.031015921,0.344,0.656,0.344,0.208,False,Xist
GABAergic Neurons,-0.0066810446,0.019598724,0.378,0.622,0.378,0.22925,False,Xist
Microglia,-0.0044595907,0.018102977,0.396,0.604,0.396,0.24777777777777776,False,Xist
Astrocytes,-0.0046818033,0.016300974,0.398,0.602,0.398,0.26280000000000003,False,Xist
Neural Stem Cells,0.0022847657,0.02121606,0.542,0.458,0.458,0.2805454545454546,False,Xist
Excitatory Neurons,-0.00035554142,0.012526967,0.497,0.503,0.497,0.29858333333333337,False,Xist
