,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.060201846,0.01900595,0.0,1.0,0.0,0.0,True,Epas1
Endocrine Cells,0.028816976,0.028317243,0.838,0.162,0.162,0.081,False,Epas1
Neurons,0.013571718,0.013513326,0.838,0.162,0.162,0.108,False,Epas1
Oligodendrocyte Precursor Cells,0.008546341,0.011858949,0.76,0.24,0.24,0.14100000000000001,False,Epas1
Oligodendrocytes,-0.0052051423,0.009741261,0.308,0.692,0.308,0.17440000000000003,False,Epas1
Astrocytes,0.0070966487,0.017010864,0.676,0.324,0.324,0.19933333333333336,False,Epas1
Medium Spiny Neurons,0.003652123,0.009501539,0.656,0.344,0.344,0.22,False,Epas1
Excitatory Neurons,0.0045247055,0.012614559,0.639,0.361,0.361,0.237625,False,Epas1
Microglia,-0.00518892,0.01836928,0.381,0.619,0.381,0.25355555555555553,False,Epas1
Neural Stem Cells,0.0053842617,0.021158405,0.603,0.397,0.397,0.2679,False,Epas1
Endothelial Cells,-0.0049975696,0.027210454,0.43,0.57,0.43,0.2826363636363637,False,Epas1
GABAergic Neurons,-0.0017064936,0.019751322,0.49,0.51,0.49,0.29991666666666666,False,Epas1
