,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.03532358,0.018845906,0.967,0.033,0.033,0.033,True,Cspg5
Neurons,0.0126793375,0.013379048,0.823,0.177,0.177,0.105,False,Cspg5
Endocrine Cells,0.018147197,0.02782354,0.748,0.252,0.252,0.154,False,Cspg5
Medium Spiny Neurons,0.0046001715,0.009500469,0.703,0.297,0.297,0.18974999999999997,False,Cspg5
Oligodendrocyte Precursor Cells,0.0055079237,0.01211735,0.681,0.319,0.319,0.21559999999999996,False,Cspg5
Excitatory Neurons,0.005047888,0.012880614,0.653,0.347,0.347,0.23749999999999996,False,Cspg5
Neural Stem Cells,-0.00622449,0.021089986,0.374,0.626,0.374,0.257,False,Cspg5
Astrocytes,-0.0049570994,0.01723103,0.398,0.602,0.398,0.274625,False,Cspg5
Endothelial Cells,-0.008386621,0.030636331,0.398,0.602,0.398,0.28833333333333333,False,Cspg5
Microglia,-0.0039133406,0.018277613,0.41,0.59,0.41,0.30050000000000004,False,Cspg5
Oligodendrocytes,0.00020582996,0.010114592,0.516,0.484,0.484,0.31718181818181823,False,Cspg5
GABAergic Neurons,-0.0012835511,0.020080835,0.496,0.504,0.496,0.33208333333333334,False,Cspg5
