,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.047740582,0.018937672,0.994,0.006,0.006,0.006,True,Car4
Oligodendrocyte Precursor Cells,0.012953083,0.011280006,0.877,0.123,0.123,0.0645,False,Car4
Neurons,0.008773678,0.013788095,0.735,0.265,0.265,0.13133333333333333,False,Car4
Endothelial Cells,-0.016110456,0.0304045,0.298,0.702,0.298,0.173,False,Car4
Excitatory Neurons,0.005180976,0.012558215,0.654,0.346,0.346,0.20759999999999995,False,Car4
Astrocytes,0.0046074223,0.01621509,0.637,0.363,0.363,0.23349999999999996,False,Car4
Medium Spiny Neurons,0.0018050572,0.009585097,0.59,0.41,0.41,0.2587142857142857,False,Car4
Neural Stem Cells,0.0032616516,0.021564825,0.566,0.434,0.434,0.28062499999999996,False,Car4
Microglia,-0.0014510744,0.01807288,0.46,0.54,0.46,0.3005555555555555,False,Car4
Endocrine Cells,0.00083788775,0.027709022,0.524,0.476,0.476,0.31809999999999994,False,Car4
GABAergic Neurons,-0.0016403225,0.019561527,0.491,0.509,0.491,0.3338181818181818,False,Car4
Oligodendrocytes,-0.00042813894,0.010356896,0.491,0.509,0.491,0.3469166666666666,False,Car4
