,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.011159577,0.011845479,0.827,0.173,0.173,0.173,False,Olig1
Myocytes,0.014970349,0.01873913,0.776,0.224,0.224,0.1985,False,Olig1
Neurons,0.009527105,0.013812674,0.757,0.243,0.243,0.21333333333333335,False,Olig1
Excitatory Neurons,0.0046987287,0.012447677,0.647,0.353,0.353,0.24825,False,Olig1
Neural Stem Cells,0.007464421,0.021494519,0.638,0.362,0.362,0.271,False,Olig1
Astrocytes,0.0038313656,0.01627159,0.62,0.38,0.38,0.2891666666666666,False,Olig1
Oligodendrocytes,-0.0037403437,0.010001936,0.38,0.62,0.38,0.3021428571428571,False,Olig1
Endothelial Cells,-0.008923462,0.031052794,0.395,0.605,0.395,0.31375,False,Olig1
Endocrine Cells,0.0046760477,0.027724626,0.569,0.431,0.431,0.3267777777777778,False,Olig1
Microglia,-0.0010264332,0.0180846,0.467,0.533,0.467,0.3408,False,Olig1
Medium Spiny Neurons,3.2580076e-06,0.009586416,0.516,0.484,0.484,0.3538181818181818,False,Olig1
GABAergic Neurons,-0.0015205003,0.01949149,0.492,0.508,0.492,0.36533333333333334,False,Olig1
