,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.020151906,0.008914185,0.013,0.987,0.013,0.013,True,Pllp
Neurons,0.010172223,0.013818263,0.769,0.231,0.231,0.12200000000000001,False,Pllp
Myocytes,0.011847459,0.018774044,0.72,0.28,0.28,0.17466666666666666,False,Pllp
Endocrine Cells,0.011096446,0.027766049,0.661,0.339,0.339,0.21575,False,Pllp
Excitatory Neurons,0.005067291,0.012448052,0.654,0.346,0.346,0.24180000000000001,False,Pllp
Oligodendrocyte Precursor Cells,0.0042482186,0.011858569,0.647,0.353,0.353,0.26033333333333336,False,Pllp
Endothelial Cells,-0.010891986,0.030908922,0.363,0.637,0.363,0.275,False,Pllp
Astrocytes,0.0042781355,0.016230868,0.632,0.368,0.368,0.286625,False,Pllp
Medium Spiny Neurons,0.00270013,0.009585953,0.627,0.373,0.373,0.2962222222222223,False,Pllp
Neural Stem Cells,0.00536496,0.021513712,0.599,0.401,0.401,0.30670000000000003,False,Pllp
Microglia,-0.0012031924,0.018085841,0.464,0.536,0.464,0.321,False,Pllp
GABAergic Neurons,-0.00062656106,0.01950785,0.505,0.495,0.495,0.33549999999999996,False,Pllp
