,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013594614,0.011532048,0.885,0.115,0.115,0.115,False,Slc9a3r2
Neurons,0.012085346,0.013544022,0.811,0.189,0.189,0.152,False,Slc9a3r2
Myocytes,0.013829231,0.019061835,0.752,0.248,0.248,0.18400000000000002,False,Slc9a3r2
Astrocytes,0.005766807,0.016380763,0.653,0.347,0.347,0.22475,False,Slc9a3r2
Excitatory Neurons,0.0048303464,0.012568402,0.65,0.35,0.35,0.24980000000000002,False,Slc9a3r2
Medium Spiny Neurons,0.0031170102,0.009522022,0.641,0.359,0.359,0.268,False,Slc9a3r2
Endocrine Cells,-0.010226178,0.028043652,0.373,0.627,0.373,0.28300000000000003,False,Slc9a3r2
Neural Stem Cells,0.0039971475,0.02143427,0.578,0.422,0.422,0.300375,False,Slc9a3r2
Endothelial Cells,0.004880862,0.02891118,0.568,0.432,0.432,0.315,False,Slc9a3r2
Microglia,-0.001649017,0.018141136,0.453,0.547,0.453,0.3288,False,Slc9a3r2
Oligodendrocytes,-0.00062996545,0.010120854,0.487,0.513,0.487,0.3431818181818182,False,Slc9a3r2
GABAergic Neurons,-0.00061357085,0.019883428,0.505,0.495,0.495,0.3558333333333333,False,Slc9a3r2
