,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.104196616,0.018941825,0.0,1.0,0.0,0.0,True,Neat1
Oligodendrocyte Precursor Cells,0.01414131,0.011233808,0.899,0.101,0.101,0.0505,False,Neat1
Endocrine Cells,0.033528164,0.028075911,0.886,0.114,0.114,0.07166666666666667,False,Neat1
Neurons,0.010584486,0.013836821,0.776,0.224,0.224,0.10975000000000001,False,Neat1
Medium Spiny Neurons,0.003805437,0.009591925,0.66,0.34,0.34,0.15580000000000002,False,Neat1
Excitatory Neurons,0.005312182,0.012436193,0.658,0.342,0.342,0.18683333333333338,False,Neat1
Endothelial Cells,-0.010366302,0.030833827,0.376,0.624,0.376,0.2138571428571429,False,Neat1
Neural Stem Cells,0.0047916933,0.021356687,0.594,0.406,0.406,0.23787500000000006,False,Neat1
Oligodendrocytes,-0.002488667,0.009904487,0.424,0.576,0.424,0.2585555555555556,False,Neat1
Astrocytes,0.0012697933,0.016406205,0.553,0.447,0.447,0.27740000000000004,False,Neat1
Microglia,0.0014168088,0.018119898,0.513,0.487,0.487,0.2964545454545455,False,Neat1
GABAergic Neurons,-0.0006573203,0.019472178,0.505,0.495,0.495,0.31300000000000006,False,Neat1
