,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.016769513,0.011495558,0.93,0.07,0.07,0.07,False,Elmo1
Myocytes,0.01930317,0.018822154,0.846,0.154,0.154,0.112,False,Elmo1
Neurons,0.010991545,0.013694453,0.785,0.215,0.215,0.14633333333333334,False,Elmo1
Microglia,-0.015058353,0.0188716,0.225,0.775,0.225,0.166,False,Elmo1
Neural Stem Cells,0.013104592,0.021390218,0.727,0.273,0.273,0.1874,False,Elmo1
Astrocytes,0.006137318,0.016278517,0.664,0.336,0.336,0.2121666666666667,False,Elmo1
Excitatory Neurons,0.0053250226,0.012477279,0.658,0.342,0.342,0.23071428571428573,False,Elmo1
Oligodendrocytes,0.0036056328,0.0094415145,0.649,0.351,0.351,0.24575000000000002,False,Elmo1
Medium Spiny Neurons,0.0024853311,0.009500958,0.619,0.381,0.381,0.26077777777777783,False,Elmo1
Endothelial Cells,-0.0064032995,0.030891826,0.42,0.58,0.42,0.27670000000000006,False,Elmo1
GABAergic Neurons,0.0024258206,0.019715728,0.562,0.438,0.438,0.29136363636363644,False,Elmo1
Endocrine Cells,3.719834e-05,0.027890675,0.511,0.489,0.489,0.30783333333333335,False,Elmo1
