,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.015207585,0.011709447,0.903,0.097,0.097,0.097,False,Jam2
Myocytes,-0.019137755,0.018735297,0.164,0.836,0.164,0.1305,False,Jam2
Neurons,0.010320405,0.013735699,0.77,0.23,0.23,0.16366666666666665,False,Jam2
Excitatory Neurons,0.004595054,0.012465554,0.642,0.358,0.358,0.21225,False,Jam2
Endothelial Cells,-0.010202331,0.030666828,0.38,0.62,0.38,0.24580000000000002,False,Jam2
Microglia,-0.0039524077,0.0181523,0.409,0.591,0.409,0.273,False,Jam2
Medium Spiny Neurons,0.00093670696,0.009539329,0.56,0.44,0.44,0.2968571428571429,False,Jam2
Astrocytes,0.0017416271,0.016482178,0.558,0.442,0.442,0.31500000000000006,False,Jam2
Neural Stem Cells,0.0015475478,0.0213335,0.529,0.471,0.471,0.33233333333333337,False,Jam2
GABAergic Neurons,-0.0017402099,0.019573236,0.488,0.512,0.488,0.34790000000000004,False,Jam2
Endocrine Cells,-0.0011906154,0.027796952,0.492,0.508,0.492,0.36100000000000004,False,Jam2
Oligodendrocytes,-0.00021297867,0.010294024,0.504,0.496,0.496,0.37225,False,Jam2
