,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.0405034,0.018844476,0.987,0.013,0.013,0.013,True,Fabp7
Neurons,0.011187945,0.013685881,0.793,0.207,0.207,0.11,False,Fabp7
Excitatory Neurons,0.004198248,0.01248257,0.628,0.372,0.372,0.19733333333333333,False,Fabp7
Endocrine Cells,0.007029693,0.02775145,0.608,0.392,0.392,0.246,False,Fabp7
Endothelial Cells,-0.008730831,0.030917935,0.395,0.605,0.395,0.2758,False,Fabp7
Microglia,-0.0034426972,0.018107869,0.42,0.58,0.42,0.29983333333333334,False,Fabp7
Medium Spiny Neurons,-0.0019053137,0.009565673,0.426,0.574,0.426,0.3178571428571429,False,Fabp7
Oligodendrocyte Precursor Cells,0.0014263664,0.011832765,0.544,0.456,0.456,0.335125,False,Fabp7
Oligodendrocytes,-0.0014917285,0.010281049,0.457,0.543,0.457,0.3486666666666667,False,Fabp7
GABAergic Neurons,-0.002723323,0.019537034,0.465,0.535,0.465,0.36029999999999995,False,Fabp7
Astrocytes,-0.0019728155,0.016607014,0.47,0.53,0.47,0.37027272727272725,False,Fabp7
Neural Stem Cells,0.00083516823,0.021288907,0.514,0.486,0.486,0.3799166666666666,False,Fabp7
