,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.015069995,0.011646418,0.902,0.098,0.098,0.098,False,Notch1
Neurons,0.009822574,0.013819294,0.761,0.239,0.239,0.16849999999999998,False,Notch1
Endocrine Cells,0.011877476,0.027849603,0.675,0.325,0.325,0.22066666666666665,False,Notch1
Excitatory Neurons,0.00486944,0.0124514755,0.653,0.347,0.347,0.25225,False,Notch1
Endothelial Cells,-0.009970728,0.030738503,0.382,0.618,0.382,0.2782,False,Notch1
Medium Spiny Neurons,0.0015295916,0.0095752,0.58,0.42,0.42,0.30183333333333334,False,Notch1
Myocytes,0.0018375716,0.018750237,0.552,0.448,0.448,0.3227142857142857,False,Notch1
Neural Stem Cells,-0.0019404,0.021172417,0.451,0.549,0.451,0.33875,False,Notch1
Astrocytes,-0.0025582218,0.01650297,0.454,0.546,0.454,0.35155555555555557,False,Notch1
Microglia,-0.0014047363,0.018124811,0.461,0.539,0.461,0.3625,False,Notch1
Oligodendrocytes,0.0004700692,0.010316344,0.523,0.477,0.477,0.3729090909090909,False,Notch1
GABAergic Neurons,-0.0012135895,0.019491555,0.496,0.504,0.496,0.3831666666666667,False,Notch1
