,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,-0.06552568,0.028070724,0.004,0.996,0.004,0.004,True,Vamp3
Oligodendrocytes,-0.008826026,0.009559233,0.169,0.831,0.169,0.08650000000000001,False,Vamp3
Oligodendrocyte Precursor Cells,0.01090899,0.011708944,0.82,0.18,0.18,0.11766666666666666,False,Vamp3
Neurons,0.009549569,0.013624757,0.758,0.242,0.242,0.14875,False,Vamp3
Myocytes,-0.009468669,0.018871829,0.312,0.688,0.312,0.1814,False,Vamp3
Endothelial Cells,-0.011230598,0.030474773,0.359,0.641,0.359,0.211,False,Vamp3
Astrocytes,0.0034269853,0.016523961,0.604,0.396,0.396,0.2374285714285714,False,Vamp3
Excitatory Neurons,0.0034175806,0.012574253,0.601,0.399,0.399,0.257625,False,Vamp3
Microglia,-0.0032536713,0.018358894,0.424,0.576,0.424,0.2761111111111111,False,Vamp3
Medium Spiny Neurons,0.0014108904,0.0095047755,0.574,0.426,0.426,0.2911,False,Vamp3
Neural Stem Cells,-0.0020861703,0.021093177,0.449,0.551,0.449,0.3054545454545454,False,Vamp3
GABAergic Neurons,-0.0014589651,0.0196926,0.493,0.507,0.493,0.32108333333333333,False,Vamp3
