,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.08079754,0.019039167,1.0,0.0,0.0,0.0,True,Slc17a7
Oligodendrocyte Precursor Cells,0.014373027,0.011747541,0.893,0.107,0.107,0.0535,False,Slc17a7
Neurons,0.012760834,0.013430789,0.824,0.176,0.176,0.09433333333333332,False,Slc17a7
Excitatory Neurons,0.00892502,0.015134445,0.725,0.275,0.275,0.1395,False,Slc17a7
Microglia,-0.009961336,0.018419502,0.304,0.696,0.304,0.17240000000000003,False,Slc17a7
Astrocytes,0.0064394204,0.016520724,0.668,0.332,0.332,0.19900000000000004,False,Slc17a7
Neural Stem Cells,0.0068217004,0.021450188,0.63,0.37,0.37,0.22342857142857145,False,Slc17a7
Medium Spiny Neurons,-0.0026809839,0.009539031,0.4,0.6,0.4,0.2455,False,Slc17a7
Endothelial Cells,-0.006579546,0.030746838,0.415,0.585,0.415,0.2643333333333333,False,Slc17a7
Endocrine Cells,-0.005822331,0.027799414,0.421,0.579,0.421,0.27999999999999997,False,Slc17a7
Oligodendrocytes,-0.0024676437,0.010067857,0.425,0.575,0.425,0.29318181818181815,False,Slc17a7
GABAergic Neurons,-0.00026987994,0.019915992,0.51,0.49,0.49,0.3095833333333333,False,Slc17a7
