,baseMean,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,stat,pvalue_mtDSB_vs_control,padj_mtDSB_vs_control,mean_cpm_all,detect_rate_all,mean_cpm_cond_control,mean_cpm_cond_mtDSB,mean_cpm_age_21,mean_cpm_age_60
2610035D17Rik,354.80649659903605,-0.032777444978624046,0.13075680250605143,-0.2506748738912234,0.8020654882655508,0.9999370156431621,211.0621393918891,1.0,207.19752137111428,214.92675741266393,199.97486851562994,222.14941026814827
9630013A20Rik,188.27341494010247,0.17516346590734339,0.20071307989603593,0.8727057847852937,0.3828234638282484,0.9999370156431621,116.41071369346452,1.0,104.75423478810956,128.0671925988195,114.7876315988644,118.03379578806465
A1cf,0.29732650322033444,1.5419763832660818,3.7269986887991906,0.41373139945023546,0.6790708288335807,0.9999370156431621,0.20661596440594357,0.3333333333333333,0.22832088394409286,0.1849110448677943,0.22832088394409286,0.1849110448677943
A2m,35.50946516777785,1.0631678809190392,0.41005261569864654,2.592759661117188,0.009520927915615015,0.9999370156431621,18.08303510793777,1.0,12.62929456356194,23.536775652313604,13.888976900519273,22.27709331535627
Aatf,241.69163298737132,-0.0014424295721204646,0.14404173901183956,-0.010013969437024803,0.9920101419306764,0.9999370156431621,164.59837820427936,1.0,168.72537213819842,160.47138427036032,177.94814910414433,151.24860730441438
Abca1,346.1063601956759,0.06859678475033539,0.13648410172642658,0.5025990857736173,0.6152461721752178,0.9999370156431621,245.97547940668764,1.0,247.25224726929278,244.6987115440825,275.18825889030813,216.7626999230671
Abca13,0.38516429460113305,-0.2785974307460132,3.3171909525182186,-0.08398594917622039,0.9330676032292872,0.9999370156431621,0.22179793455528185,0.3333333333333333,0.3233560724793462,0.12023979663121757,0.20180067883557495,0.24179519027498877
Abca3,678.9187538567797,-0.06008893211819601,0.09881118048953594,-0.608118755595268,0.5431087136708672,0.9999370156431621,437.9733688024748,1.0,435.75822703071543,440.18851057423416,450.8683183189207,425.0784192860289
Abca4,4.169837377748665,-0.37896233875963103,0.9173003350087955,-0.4131278756766151,0.6795129270360071,0.9999370156431621,2.699141422387246,1.0,2.9320306424519704,2.466252202322521,2.790751071334506,2.6075317734399857
Abca7,160.7627783699975,0.2555322879806836,0.16701348287118464,1.5300099344540488,0.12601426991515413,0.9999370156431621,105.75370044422915,1.0,101.6216754122176,109.88572547624068,110.84506425075544,100.66233663770286
Abca8a,14.511985962754286,0.06842038593587846,0.5342002178448112,0.12808004124729702,0.8980856307246385,0.9999370156431621,8.101119938861027,1.0,8.45288628979405,7.7493535879280016,7.1218287927271815,9.08041108499487
Abca8b,162.4655643199967,0.058219169611930195,0.18040092493400384,0.32272101505703776,0.7469065353190709,0.9999370156431621,106.59673844114728,1.0,105.3301000047842,107.86337687751033,111.41966093049807,101.7738159517965
Abcb1a,130.72860219207772,-0.16176363013510234,0.19600189606304902,-0.8253166596055117,0.40919183603674625,0.9999370156431621,84.54800495442768,1.0,90.05934306474575,79.03666684410962,87.25142223350088,81.84458767535449
Abcb1b,38.43248135312502,-0.318223861056014,0.31219292455683867,-1.0193179794440772,0.30805203098642,0.9999370156431621,25.112531407215148,1.0,26.916708757133545,23.308354057296743,26.17330250348512,24.051760310945166
