,baseMean,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,stat,pvalue_mtDSB_vs_control,padj_mtDSB_vs_control,mean_cpm_all,detect_rate_all,mean_cpm_cond_control,mean_cpm_cond_mtDSB,mean_cpm_age_21,mean_cpm_age_60
Abhd4,488.51972802379254,-0.023779360764838123,0.10856518871187777,-0.21903301644826872,0.8266243287566702,0.9996638889971189,317.3829551395498,1.0,318.47625987079147,316.2896504083082,312.0864724337736,322.679437845326
Abhd5,192.195207906649,0.05735292337720864,0.15605208152720454,0.36752424457222194,0.7132280107079784,0.9996638889971189,128.11282474710444,1.0,128.52426718087835,127.7013823133305,122.75472073006286,133.470928764146
Abi1,961.0027368586321,-0.051247343576496504,0.08718080208377937,-0.5878283102654712,0.5566475396456563,0.9996638889971189,635.5521728952061,1.0,631.832792044252,639.2715537461603,613.8915582573806,657.2127875330318
Abi3bp,7.362727801355437,-0.21984191439488426,0.6981453616650191,-0.3148941846015842,0.7528419971779088,0.9996638889971189,4.37590278604718,1.0,4.793787327906489,3.9580182441878713,4.70484199659153,4.046963575502829
Abitram,169.13795999707204,0.06130734932102919,0.16095850429926448,0.38088915890422664,0.7032854971782431,0.9996638889971189,114.752325577266,1.0,113.71649537454293,115.7881557799891,108.03962023960305,121.46503091492895
Abl1,367.72222794665066,-0.050834186035999346,0.11690224631099375,-0.43484353500586914,0.663676002332214,0.9996638889971189,238.9982495938378,1.0,245.445512545455,232.55098664222066,234.89476524167426,243.10173394600136
Abracl,28.73939828484733,0.04968563399375411,0.37129890579673025,0.13381572964008356,0.893548288612565,0.9996638889971189,19.54062680271251,1.0,19.965861178546735,19.115392426878284,18.35791668110291,20.7233369243221
Abraxas1,72.47664863682378,-0.06571254429710464,0.23497441986416767,-0.2796582893367341,0.7797396821465801,0.9996638889971189,45.177831386556285,1.0,45.37259479847746,44.98306797463513,46.292608761076195,44.06305401203639
Abraxas2,209.73086374131296,-0.0565537759067064,0.14666981844701038,-0.38558564062815986,0.6998035695032184,0.9996638889971189,133.20628625278798,1.0,135.90483443797507,130.5077380676008,134.00466773956137,132.40790476601455
Acaa2,106.11045193046272,-0.013869226520902328,0.21471519529338604,-0.064593595725498,0.9484975839333054,0.9996638889971189,79.70844693718884,1.0,77.39330773018276,82.02358614419491,67.73294681805696,91.68394705632072
Acaca,556.1305089968508,-0.08636612610122471,0.10255989378033357,-0.8421042857767262,0.3997295825376722,0.9996638889971189,359.1655525008817,1.0,369.1679968590242,349.1631081427394,355.2354337702446,363.09567123151896
Acacb,17.102941863071536,-0.12138324539188956,0.5000893880028763,-0.2427230977178652,0.8082199130485729,0.9996638889971189,11.324982218116356,1.0,11.81135833977124,10.838606096461469,10.937927242084967,11.712037194147742
Acan,139.01405177972802,0.10519150391375312,0.17156141771151173,0.6131419599868159,0.5397824776981344,0.9996638889971189,84.38341915801514,1.0,82.16189063623064,86.60494767979965,88.7996423598554,79.9671959561749
Ace,42.19666460895652,0.11488297674701176,0.3000341867026169,0.38289962223831386,0.7017941914696569,0.9996638889971189,24.17051706422519,1.0,22.56883872664468,25.77219540180569,26.9458987144924,21.39513541395797
Ace2,3.8929917246751913,-0.04066103988922569,0.9524918336299325,-0.04268912178938801,0.9659493512203844,0.9996638889971189,3.1948620047536096,0.9166666666666666,2.759892908036532,3.6298311014706885,2.491371975987565,3.8983520335196555
Acer1,0.31632051363534974,0.007872637399782003,3.558854898878266,0.0022121265472957105,0.9982349798208929,0.9996638889971189,0.1654737505402002,0.25,0.11719147352339915,0.21375602755700127,0.20160500460724692,0.12934249647315346
Ache,229.88139204928666,-0.02376511934307703,0.1445845358516868,-0.16436833443553758,0.8694411899706277,0.9996638889971189,132.05291488012668,1.0,134.4569605419828,129.64886921827053,146.92516078306213,117.1806689771912
Ackr1,142.37521523350094,-0.19552507858203397,0.18520211501549563,-1.055738907547976,0.291087516262424,0.9996638889971189,86.51709313630825,1.0,89.94725046441602,83.08693580820048,90.8923712855234,82.14181498709307
Ackr2,0.14266900655756345,-0.9539182051565599,4.427946903845501,-0.21543126552130032,0.8294310958674215,0.9996638889971189,0.1018632767899399,0.16666666666666666,0.2037265535798798,0.0,0.09067126841488125,0.11305528516499853
Ackr3,321.241450102956,-0.056807651724352544,0.12247166811783419,-0.46384321041251725,0.6427600824556805,0.9996638889971189,204.7651294241499,1.0,212.26004015273816,197.27021869556165,205.18565348461402,204.3446053636858
Ackr4,2.1527175554636133,0.5886520401483077,1.3586277523562418,0.4332695538770056,0.6648189540957927,0.9996638889971189,0.7541222558162614,0.5,0.561709115206174,0.9465353964263489,1.3789020151593692,0.12934249647315346
Acly,1470.3628498829073,-0.07115827706614306,0.08149641141837707,-0.8731461401513587,0.38258342736823103,0.9996638889971189,918.2161656321626,1.0,922.899743442045,913.5325878222806,939.4564025552701,896.9759287090554
Acod1,0.0,,,,,,0.22935540245761699,0.25,0.22305884158405684,0.2356519633311772,0.0,0.45871080491523397
Acot6,109.34303065652104,-0.03660433736264135,0.19451013207494702,-0.18818730403482153,0.8507298245967948,0.9996638889971189,66.17046107061621,1.0,67.30885061644933,65.03207152478308,69.86547485908659,62.475447282145815
Acox1,1787.0769813438644,0.0010939449063565687,0.0804557672893481,0.013596848842698203,0.9891516184983573,0.9996638889971189,1132.060568144675,1.0,1132.496571359449,1131.624564929901,1141.5114105268824,1122.6097257624676
Acp2,417.3498891290698,-0.008732102783455044,0.11289336636706773,-0.07734823634422419,0.9383465187600012,0.9996638889971189,251.70523546172538,1.0,251.36076885226268,252.0497020711881,266.65621176991215,236.75425915353864
Acp5,0.6906589680476012,0.16089049075856485,2.309049763381001,0.0696782257836586,0.9444497729583277,0.9996638889971189,0.7257315347037955,0.75,0.7725254843934001,0.6789375850141909,0.44157006664447707,1.009893002763114
Acr,14.075873232144469,-0.31109251853002745,0.5181260524193441,-0.6004185990598393,0.5482272955279915,0.9996638889971189,7.164646027007699,1.0,7.940550456653443,6.388741597361953,8.981245405018926,5.348046648996468
Acsl1,102.20322453897559,-0.0649095439238073,0.2002731757961601,-0.3241050313691177,0.7458585178786221,0.9996638889971189,61.521818104049,1.0,63.83931116981287,59.204325038285134,65.2852759550946,57.75836025300341
Acsl4,535.5031491512574,0.07729528634620238,0.10167557472760674,0.7602148948091002,0.44712614310786214,0.9996638889971189,344.3583721470209,1.0,346.41318007116325,342.3035642228785,342.1099379072014,346.60680638684033
Acsl6,1186.9232015009454,-0.029478438142697638,0.09719475706956258,-0.30329247205793036,0.7616669826123975,0.9996638889971189,778.8385402252117,1.0,796.3639738764044,761.3131065740189,757.9594093594824,799.717671090941
Acss1,374.5697937007226,0.023583592913531796,0.11920153954763607,0.19784637852019665,0.8431652584998791,0.9996638889971189,236.62948383875744,1.0,235.13297570839936,238.12599196911557,239.3740546059528,233.8849130715621
Acss2,213.30688583019528,-0.07606364738475814,0.14597354751393168,-0.5210782958980883,0.6023122298100538,0.9996638889971189,132.96536383007202,1.0,137.01459595001515,128.9161317101289,136.2322790039481,129.69844865619595
Actc1,0.0,,,,,,0.29884347511869175,0.3333333333333333,0.12155539364377123,0.47613155659361234,0.0,0.5976869502373835
