,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,delta_log2FC,se_delta,z,p_delta,q_delta,mean_cpm_all,detect_rate_all,mean_cpm_cond_control,mean_cpm_cond_mtDSB,mean_cpm_age_21,mean_cpm_age_60
Ache,-0.02376511934307703,0.1445845358516868,0.0,0.20447341151087445,0.0,1.0,1.0,132.05291488012668,1.0,134.4569605419828,129.64886921827053,146.92516078306213,117.1806689771912
Ackr1,-0.19552507858203397,0.18520211501549563,0.0,0.26191534283509577,0.0,1.0,1.0,86.51709313630825,1.0,89.94725046441602,83.08693580820048,90.8923712855234,82.14181498709307
Ackr2,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0,0.1018632767899399,0.16666666666666666,0.2037265535798798,0.0,0.09067126841488125,0.11305528516499853
Ackr3,-0.056807651724352544,0.12247166811783419,0.0,0.1732010940586977,0.0,1.0,1.0,204.7651294241499,1.0,212.26004015273816,197.27021869556165,205.18565348461402,204.3446053636858
Ackr4,0.5886520401483077,1.3586277523562418,0.0,1.921389793598672,0.0,1.0,1.0,0.7541222558162614,0.5,0.561709115206174,0.9465353964263489,1.3789020151593692,0.12934249647315346
Acly,-0.07115827706614306,0.08149641141837707,0.0,0.11525333031260641,0.0,1.0,1.0,918.2161656321626,1.0,922.899743442045,913.5325878222806,939.4564025552701,896.9759287090554
Acot6,-0.03660433736264135,0.19451013207494702,0.0,0.27507886679937205,0.0,1.0,1.0,66.17046107061621,1.0,67.30885061644933,65.03207152478308,69.86547485908659,62.475447282145815
Acox1,0.0010939449063565687,0.0804557672893481,0.0,0.1137816372717297,0.0,1.0,1.0,1132.060568144675,1.0,1132.496571359449,1131.624564929901,1141.5114105268824,1122.6097257624676
Acp2,-0.008732102783455044,0.11289336636706773,0.0,0.1596553298182618,0.0,1.0,1.0,251.70523546172538,1.0,251.36076885226268,252.0497020711881,266.65621176991215,236.75425915353864
Acp5,0.16089049075856485,2.309049763381001,0.0,3.2654894915677977,0.0,1.0,1.0,0.7257315347037955,0.75,0.7725254843934001,0.6789375850141909,0.44157006664447707,1.009893002763114
Acr,-0.31109251853002745,0.5181260524193441,0.0,0.7327408903502696,0.0,1.0,1.0,7.164646027007699,1.0,7.940550456653443,6.388741597361953,8.981245405018926,5.348046648996468
Acsl1,-0.0649095439238073,0.2002731757961601,0.0,0.28322904139046073,0.0,1.0,1.0,61.521818104049,1.0,63.83931116981287,59.204325038285134,65.2852759550946,57.75836025300341
Acsl4,0.07729528634620238,0.10167557472760674,0.0,0.14379097674186056,0.0,1.0,1.0,344.3583721470209,1.0,346.41318007116325,342.3035642228785,342.1099379072014,346.60680638684033
Acsl6,-0.029478438142697638,0.09719475706956258,0.0,0.13745414363933367,0.0,1.0,1.0,778.8385402252117,1.0,796.3639738764044,761.3131065740189,757.9594093594824,799.717671090941
Acss1,0.023583592913531796,0.11920153954763607,0.0,0.16857643388401977,0.0,1.0,1.0,236.62948383875744,1.0,235.13297570839936,238.12599196911557,239.3740546059528,233.8849130715621
Acss2,-0.07606364738475814,0.14597354751393168,0.0,0.20643777064191557,0.0,1.0,1.0,132.96536383007202,1.0,137.01459595001515,128.9161317101289,136.2322790039481,129.69844865619595
Actg2,3.1660371866429795,2.685238572511969,0.0,3.797500807453796,0.0,1.0,1.0,0.3886085369301318,0.4166666666666667,0.12155539364377123,0.6556616802164925,0.5263191837433391,0.2508978901169247
Actl6a,-0.22142290658212446,0.20980155390026267,0.0,0.2967042029327014,0.0,1.0,1.0,63.87056061945221,1.0,66.4524446595967,61.288676579307726,65.89987439764117,61.84124684126325
Actl6b,0.224317499161869,0.1618537929107801,0.0,0.22889582905595152,0.0,1.0,1.0,101.44458606569741,1.0,97.14906778488138,105.74010434651346,103.11988163798861,99.76929049340623
Actn1,-0.036867913909464506,0.16054068851430328,0.0,0.22703881900964226,0.0,1.0,1.0,109.62963453294118,1.0,111.74107187609779,107.5181971897846,105.59332744511772,113.66594162076466
Actn2,0.17623855055442156,0.25373875594459994,0.0,0.35884078995653,0.0,1.0,1.0,40.17383194231373,1.0,38.57918136511605,41.76848251951142,42.73581231936364,37.61185156526383
Actr1a,-0.07791386392388762,0.14689762936468564,0.0,0.20774461972799466,0.0,1.0,1.0,140.22062387688337,1.0,146.64432819437084,133.7969195593959,135.52974325292192,144.91150450084479
Actr1b,0.03115632950886672,0.127429378117914,0.0,0.18021235477912328,0.0,1.0,1.0,280.3690850113781,1.0,280.5377354806908,280.20043454206547,285.7045731578847,275.03359686487164
Actr2,0.0024594407958693507,0.07325369670149398,0.0,0.10359637136921804,0.0,1.0,1.0,1412.1459053942535,1.0,1393.0192106880986,1431.2726001004087,1389.7037458045643,1434.588064983943
Acvr1,0.01712979334171052,0.15181097614231898,0.0,0.21469314137756587,0.0,1.0,1.0,114.32301456100767,1.0,114.24120952674572,114.4048195952696,119.73198287555506,108.91404624646026
Acvr1b,0.057981143593627514,0.11901042355810629,0.0,0.16830615505964042,0.0,1.0,1.0,224.8486943677392,1.0,225.63616761557412,224.06122111990433,233.98123524753217,215.7161534879463
Acvr1c,0.1789125244813684,0.32449565151909693,0.0,0.4589061513094005,0.0,1.0,1.0,22.780634996089518,1.0,22.588412574163396,22.97285741801564,23.41349695661401,22.147773035565024
Acvr2a,-0.04048975859206975,0.13274801640828787,0.0,0.18773404518272685,0.0,1.0,1.0,263.1466631047002,1.0,269.947852723127,256.3454734862734,266.7728705312059,259.5204556781945
Acvr2b,0.13582586775217315,0.19432637994134586,0.0,0.27481900203991827,0.0,1.0,1.0,59.6401134733236,1.0,59.43381694965828,59.84640999698892,72.02906654751236,47.251160399134825
Acvrl1,-0.4031860865655131,0.2792014683073932,0.0,0.3948505031147973,0.0,1.0,1.0,31.52275906007766,1.0,35.91365976469882,27.13185835545651,30.82549096327446,32.22002715688087
Ada,1.0342106124762098,0.7878749288335378,0.0,1.1142234098101262,0.0,1.0,1.0,4.680528135732852,1.0,3.1953213188065264,6.165734952659179,3.8248119010564117,5.536244370409293
Adad1,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0,0.1353200864820979,0.25,0.12155539364377123,0.14908477932042452,0.08441353108384779,0.186226641880348
Adad2,-0.8713810804494186,2.8802471347616216,0.0,4.073284560966133,0.0,1.0,1.0,0.40327781316600153,0.5833333333333334,0.4309215835223372,0.37563404280966584,0.29227627302212816,0.5142793533098748
Adam10,-0.039415177708717095,0.09159703191995154,0.0,0.12953776481431675,0.0,1.0,1.0,538.5746029306949,1.0,530.9044246813977,546.244781179992,548.661026059328,528.4881798020615
Adam17,-0.16605813707440048,0.18292115249682322,0.0,0.2586895747059245,0.0,1.0,1.0,75.75613370418823,1.0,77.99239515027305,73.51987225810345,80.44262287622034,71.06964453215615
Adam18,-0.08160722363624295,0.22564133771258055,0.0,0.3191050400251391,0.0,1.0,1.0,52.458837869176726,1.0,55.61607170290864,49.3016040354448,53.83726524984468,51.08041048850878
Adam28,2.162138407642706,3.6640281020508234,0.0,5.181718234836425,0.0,1.0,1.0,0.23891264960428518,0.25,0.22458470595702695,0.2532405932515434,0.2532405932515434,0.22458470595702695
Adamdec1,1.625542511209489,2.4803110504013683,0.0,3.5076895263814722,0.0,1.0,1.0,0.2922374365318925,0.3333333333333333,0.22265883121272212,0.3618160418510629,0.47294545227175666,0.11152942079202842
Adamts1,0.10106498258782409,0.19911865534076367,0.0,0.2815963029044019,0.0,1.0,1.0,140.76788583671083,1.0,141.08730744379702,140.44846422962465,151.59177523628543,129.9439964371362
Adamts13,1.8297311993613397,3.662494983481963,0.0,5.179550077763617,0.0,1.0,1.0,0.13556571668129266,0.25,0.0,0.27113143336258533,0.20646018512600853,0.06467124823657673
Adamts14,-0.29142117170531684,1.2411652677090312,0.0,1.7552727547405451,0.0,1.0,1.0,1.887424466452164,0.6666666666666666,1.4409384508162955,2.333910482088033,2.146428451154564,1.628420481749764
Adamts18,0.24395973433588802,1.2511529236221357,0.0,1.7693974331891735,0.0,1.0,1.0,1.671824883763671,0.8333333333333334,1.8311207402870275,1.512529027240315,1.7491938852810254,1.5944558822463168
Adamts20,0.19568095088047455,0.2480487369709747,0.0,0.350793887953869,0.0,1.0,1.0,46.97471336810337,1.0,44.177740222922516,49.77168651328423,45.72811861298419,48.22130812322255
Adamts3,-0.08279369177731588,0.19759758037449032,0.0,0.2794451780577119,0.0,1.0,1.0,71.41929319675337,1.0,71.24518064563543,71.5934057478713,76.43173436299374,66.40685203051301
Adamts5,-0.2804917914538674,0.27857857538423275,0.0,0.3939695994949576,0.0,1.0,1.0,31.06998599402358,1.0,31.411443697293922,30.728528290753246,32.173226758921864,29.966745229125298
Adamts6,0.17259884005029458,0.16747160641681494,0.0,0.23684061710706875,0.0,1.0,1.0,88.28435400418046,1.0,85.34590130821982,91.2228067001411,94.92468549202705,81.64402251633385
Adar,0.09556573846438317,0.11307980692835679,0.0,0.15991899658861325,0.0,1.0,1.0,267.5103855573092,1.0,261.9825166485024,273.03825446611603,266.1949180000764,268.825853114542
Adarb1,-0.08384922528197915,0.11487481085859073,0.0,0.1624575154912631,0.0,1.0,1.0,437.77508151890135,1.0,447.0391577942865,428.51100524351614,426.6258558068661,448.92430723093656
Adcy1,0.025594109886243974,0.09247293890798902,0.0,0.13077648435617675,0.0,1.0,1.0,629.4254122926891,1.0,626.1699921478954,632.6808324374829,601.0375382556477,657.8132863297305
Adcy2,-0.052678293390889926,0.14991775415969066,0.0,0.21201572117315,0.0,1.0,1.0,168.82035155929808,1.0,167.0487836919028,170.59191942669335,165.52812400178695,172.1125791168092
Adcy3,-0.06906626829558324,0.19209526666691404,0.0,0.27166373138802613,0.0,1.0,1.0,76.65009511142652,1.0,78.3119136927143,74.98827653013873,80.35037569029717,72.94981453255586
Adcy8,-0.09881033973519102,0.18342992191841953,0.0,0.25940908332206675,0.0,1.0,1.0,82.79115412413091,1.0,83.57431039387069,82.0079978543911,84.73794756913763,80.84436067912416
Adcyap1,0.07662306164487107,0.23972841179384802,0.0,0.3390271712450221,0.0,1.0,1.0,66.71450966857483,1.0,65.49714926608624,67.93187007106343,70.62645157635188,62.80256776079778
Adcyap1r1,-0.01992488189536388,0.08803668720340657,0.0,0.12450267702945547,0.0,1.0,1.0,982.5877288986363,1.0,993.7671979041385,971.4082598931345,1015.3678799286412,949.8075778686317
Add2,0.048500140330474804,0.08393723451680471,0.0,0.11870517544175631,0.0,1.0,1.0,752.9488291524091,1.0,739.0808958604722,766.816762444346,740.2061226684096,765.6915356364087
Adgra2,-0.06957590137891173,0.3043826489859422,0.0,0.43046207034696865,0.0,1.0,1.0,26.448858720346916,1.0,26.114593898015343,26.783123542678485,26.30131055176503,26.596406888928787
Adgra3,-0.1624129583156302,0.17305296614815927,0.0,0.24473385173561893,0.0,1.0,1.0,90.8922777242275,1.0,92.76949097161969,89.01506447683528,93.97027575798666,87.81427969046831
Adgrb1,0.05525050114104646,0.07723489909585057,0.0,0.10922664178986938,0.0,1.0,1.0,1576.8670453593115,1.0,1571.4550045160368,1582.2790862025859,1651.566060383293,1502.1680303353298
Adgre1,-0.3805656823883015,0.6240394309637867,0.0,0.8825250267245759,0.0,1.0,1.0,6.409025108234477,1.0,5.390294131384558,7.427756085084396,6.068172501813848,6.749877714655106
Adgre5,-0.31935804563339754,0.3270432275230147,0.0,0.46250896784531725,0.0,1.0,1.0,24.82535176523446,1.0,25.704667797166408,23.946035733302498,25.211084671166045,24.439618859302858
Adgrf1,0.007872810155501724,3.490932620607308,0.0,4.936924257393506,0.0,1.0,1.0,0.32757075803206054,0.4166666666666667,0.4267853951639366,0.22835612090018445,0.21271792245704202,0.4424235936070791
Adgrf5,-0.1301627759778511,0.16238598432904644,0.0,0.22964846137744235,0.0,1.0,1.0,123.52280823684674,1.0,126.95026609940294,120.09535037429059,117.85811146817633,129.1875050055172
Adgrg1,-0.16825883825729057,0.1457743987804397,0.0,0.2061561318020818,0.0,1.0,1.0,256.5486568723724,1.0,264.51655484381536,248.5807589009295,293.17041588026933,219.92689786447554
Adgrg2,-0.5526890843841378,0.4996051706807096,0.0,0.7065484082083845,0.0,1.0,1.0,10.22547617732773,1.0,11.092114053594033,9.358838301061422,10.381623485610765,10.069328869044691
Adgrg5,-0.5031568716331841,2.094460518995086,0.0,2.9620144718178416,0.0,1.0,1.0,0.31474742575357917,0.4166666666666667,0.32505421546167956,0.30444063604547883,0.5648236032705817,0.06467124823657673
Adgrg6,-0.49982472475134215,0.9377523424651643,0.0,1.3261820808613747,0.0,1.0,1.0,2.632086571701166,1.0,2.8524158740833485,2.411757269318984,2.8531369905741593,2.411036152828174
Adgrg7,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0,0.11201610031238253,0.16666666666666666,0.0,0.22403220062476506,0.11772273376674136,0.10630946685802371
Adgrl1,0.046084007521138816,0.08376698924260972,0.0,0.11846441226605983,0.0,1.0,1.0,676.9063545679844,1.0,667.7556382940626,686.057070841906,708.06774214504,645.7449669909287
Adgrl2,-0.025355421910124312,0.23902025756565656,0.0,0.33802568993126186,0.0,1.0,1.0,53.842370779788695,1.0,51.82635918282755,55.85838237674983,55.80211445222363,51.882627107353755
Adgrl3,0.013762513638690639,0.08459465005105707,0.0,0.11963490140641074,0.0,1.0,1.0,700.7624268420478,1.0,697.924244289838,703.6006093942575,726.9593663800819,674.5654873040137
Adgrv1,0.05312088818858899,0.2620375038953649,0.0,0.3705769918592178,0.0,1.0,1.0,39.037534492136835,1.0,38.47509264012696,39.59997634414671,38.64017520188899,39.43489378238467
Adh5,-0.10219479935540879,0.0942305693975224,0.0,0.13326214923211532,0.0,1.0,1.0,542.9072465534276,1.0,559.7558726138233,526.0586204930321,525.4318017106311,560.3826913962242
Adipoq,1.9733281856275917,3.7796382733145926,0.0,5.345215706985924,0.0,1.0,1.0,0.17087746719575322,0.16666666666666666,0.0,0.34175493439150645,0.23544546753348272,0.10630946685802371
Adipor1,-0.019733100807186973,0.11562768048411771,0.0,0.16352223392638213,0.0,1.0,1.0,245.32997555668376,1.0,244.88098398533566,245.77896712803192,242.13608861502348,248.52386249834402
Adm,1.1296836649582755,0.22521896774054806,0.0,0.31850771868235167,0.0,1.0,1.0,80.88619060885213,1.0,74.23953439109599,87.53284682660826,73.38620252550267,88.38617869220161
Adora1,0.05726249923243683,0.08693293002639182,0.0,0.12294172866015458,0.0,1.0,1.0,876.1953361810571,1.0,865.7946379254353,886.5960344366789,846.9339789195424,905.4566934425717
Adora2a,-0.24940284858694478,0.34601202347923893,0.0,0.4893348963484975,0.0,1.0,1.0,36.8227314895068,1.0,38.07021042723631,35.5752525517773,39.094744110939565,34.550718868074036
Adora2b,-0.08494719295848613,0.16096676318298336,0.0,0.22764137958467326,0.0,1.0,1.0,124.01371606007916,1.0,135.1731831495653,112.85424897059305,119.84286130961164,128.18457081054672
Adprhl1,1.061480665502621,2.879296201466122,0.0,4.071939738202725,0.0,1.0,1.0,0.6470167410325212,0.5,0.80035788087635,0.4936756011886925,0.35522271850501524,0.9388107635600272
Adra1a,0.251663430582214,0.15971524976555024,0.0,0.22587147233624744,0.0,1.0,1.0,109.30993930429331,1.0,105.51376679992579,113.1061118086608,108.96794917585034,109.65192943273627
Adra1b,0.08533685323197576,0.2489000660297244,0.0,0.35199784905479514,0.0,1.0,1.0,43.91251690447609,1.0,44.66476261432391,43.16027119462827,42.68670006920373,45.138333739748454
Adra2a,-0.05779649762129116,0.3792865283087446,0.0,0.5363921523596334,0.0,1.0,1.0,16.106436510010216,1.0,16.841705315890348,15.371167704130087,16.16160044992007,16.051272570100366
Adrb1,0.10324490582831451,0.19668271518626898,0.0,0.2781513633007863,0.0,1.0,1.0,77.13286319190169,1.0,77.46192307439895,76.80380330940443,74.48828699813495,79.77743938566844
Adrb2,-0.9876649671554387,0.8495913755696936,0.0,1.2015036458058743,0.0,1.0,1.0,3.1220382886153786,1.0,3.8464602769244025,2.397616300306354,3.3554077615789772,2.8886688156517795
Adrb3,-0.7944278416379978,1.2142346670513338,0.0,1.7171871340475757,0.0,1.0,1.0,1.6214637531563023,0.9166666666666666,1.9069358010785313,1.335991705234073,1.7140066279841595,1.5289208783284451
Adtrp,0.6352359880451316,2.128608208209286,0.0,3.0103065970282654,0.0,1.0,1.0,0.5322788265879993,0.5833333333333334,0.32941813558205163,0.7351395175939469,0.5363695811064497,0.5281880720695489
Aebp2,0.09504795809494973,0.11794286505571436,0.0,0.16679639934693102,0.0,1.0,1.0,228.28764511581562,1.0,221.78175328900898,234.7935369426223,229.79718351319445,226.77810671843682
Afap1l2,0.0006879967105598489,0.09205943611414863,0.0,0.1301917030970485,0.0,1.0,1.0,699.8548722411214,1.0,700.1407874762149,699.5689570060277,722.2656579263213,677.4440865559213
Afdn,-0.0021181186370019013,0.12348966219817653,0.0,0.17464075509353336,0.0,1.0,1.0,202.35810241996705,1.0,202.29701071930074,202.4191941206334,204.46852774892946,200.24767709100465
Afg3l2,0.06103218009589626,0.12097393710625834,0.0,0.17108298254934035,0.0,1.0,1.0,245.4378193582513,1.0,242.27175194550662,248.60388677099596,251.30088329295063,239.57475542355198
Afp,2.33830085310679,3.2843178933742854,0.0,4.644726907954547,0.0,1.0,1.0,0.4880668923071658,0.5,0.22305884158405684,0.7530749430302747,0.2908737162098563,0.6852600684044753
Ager,0.24045036406665535,0.843023300212172,0.0,1.1922149845565788,0.0,1.0,1.0,2.6288453076758556,0.9166666666666666,2.136327306496776,3.121363308854935,3.633010592319479,1.624680023032232
Agl,0.07288687647783372,0.11668657397841671,0.0,0.1650197354671284,0.0,1.0,1.0,247.57847438781081,1.0,247.90004440297824,247.25690437264325,255.70818019985026,239.4487685757712
Ago1,-0.02852673872813882,0.13354155661814976,0.0,0.18885628050980194,0.0,1.0,1.0,168.9593363247791,1.0,170.00317820901728,167.91549444054093,172.02102847101423,165.897644178544
Ago2,-0.05793837147631935,0.15218163672468954,0.0,0.21521733460019143,0.0,1.0,1.0,144.40327296067312,1.0,146.0767093189868,142.72983660235943,152.00959569513665,136.7969502262096
Ago3,0.08611638973689431,0.1325117204583195,0.0,0.18739987224554774,0.0,1.0,1.0,198.64530665295248,1.0,197.61118124470332,199.6794320612016,197.0696540047752,200.22095930112968
Agpat3,0.062220766779069944,0.08287183056998453,0.0,0.11719846673075737,0.0,1.0,1.0,1262.8788682734241,1.0,1242.2318244268806,1283.5259121199674,1243.3768243924296,1282.3809121544184
Agpat4,-0.010653397438949311,0.10212587261373425,0.0,0.14442779411953002,0.0,1.0,1.0,408.18660362812994,1.0,414.57700273830045,401.79620451795944,406.9770244331928,409.396182823067
Agps,-0.0823002453638522,0.11192588024781921,0.0,0.15828709782701286,0.0,1.0,1.0,293.8395261643778,1.0,301.38711842311983,286.29193390563563,290.6611823176207,297.0178700111348
Agr3,0.7458277924894734,1.33894232869273,0.0,1.8935504004726733,0.0,1.0,1.0,1.3190074687219708,0.8333333333333334,0.918041280337086,1.7199736571068562,1.4877912885093263,1.1502236489346156
Agrn,0.08148304409474945,0.13123083930677004,0.0,0.18558843274923845,0.0,1.0,1.0,187.28566602417246,1.0,188.02060596882225,186.55072607952272,207.4489785041271,167.12235354421787
Agrp,4.55890854624288,2.4948013606514903,0.0,3.528181919660189,0.0,1.0,1.0,3.4138308581524277,0.6666666666666666,1.7000300457736393,5.127631670531215,5.141480667759764,1.6861810485450892
Agt,-0.01684131107452415,0.24914644466342858,0.0,0.35234628106005855,0.0,1.0,1.0,44.54631841101823,1.0,43.753523553736535,45.33911326829989,44.915612432723016,44.17702438931341
Agtr1a,0.15117284050879076,0.9756454829061417,0.0,1.3797710739939133,0.0,1.0,1.0,2.1597829483388344,1.0,2.1032469264172233,2.216318970260446,2.5485679183577163,1.7709979783199532
