,baseMean,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,stat,pvalue_mtDSB_vs_control,padj_mtDSB_vs_control
Fbxo4,243.5383993745297,-0.0824100933311066,0.17563781152427174,-0.4692047379542656,0.6389232991886643,0.9999115808203716
Fbxo41,330.29787249904535,0.06986394117954485,0.2157504709061208,0.32381825581249674,0.7460756341337852,0.9999115808203716
Fbxo5,148.61706423891607,-0.20152010214197247,0.26583594593539445,-0.7580618995406567,0.4484139272642689,0.9999115808203716
Fbxw11,2579.037948531591,-0.041093946485049056,0.11449167450555703,-0.3589251940153474,0.7196510516420538,0.9999115808203716
Fbxw7,2127.1245634526026,-0.031063988850800122,0.13425790192057513,-0.2313754975046243,0.8170230989074738,0.9999115808203716
Fcgr1,48.29415006177177,0.12979498787388785,0.29948569967952837,0.4333929400060771,0.6647293286421048,0.9999115808203716
Fcgr2b,26.688099784090976,0.054229771912930595,0.4263625686430716,0.12719168121517,0.8987886893355371,0.9999115808203716
Fcgr3,180.15426752332192,0.20332196842218955,0.20098950360037698,1.011604908614781,0.3117269979843025,0.9999115808203716
Fcgr4,4.829525205765427,0.4610817268882883,0.9584821792980894,0.4810540423672198,0.6304780900425561,0.9999115808203716
Fcgrt,275.5886752094039,-0.15825759744577028,0.19782691980389136,-0.7999800917016415,0.4237223317903748,0.9999115808203716
Fcmr,9.473078311686825,-1.9641192938198837,0.9978974246788692,-1.9682577038937163,0.04903839387192074,0.9999115808203716
Fcrls,124.16022390666905,0.1863318488634187,0.2382765148522757,0.7819983810781305,0.43421552501761784,0.9999115808203716
Fdx1,761.2493677364882,-0.03458293995280281,0.1319324212012659,-0.2621261676085346,0.7932241730887919,0.9999115808203716
Fen1,251.58046476586608,0.19858692446499646,0.18879985474792566,1.05183833287445,0.29287372863286953,0.9999115808203716
Fermt1,3.077057582268967,1.1299799234580796,1.3638927742113243,0.828496158073346,0.4073895698250751,0.9999115808203716
Fermt3,33.915009462980855,0.4288021975101578,0.3654117662622118,1.173476710660867,0.24060469090067227,0.9999115808203716
Fezf1,40.94969994032471,2.889145508866098,0.5372580023391562,5.377575571303003,7.549552829284093e-08,0.00038449872559543887
Fezf2,262.7376171647688,-0.17831223506897784,0.20241285657898467,-0.8809333462442274,0.3783538974724494,0.9999115808203716
Ffar1,2.3247491828202156,-1.2149962338582205,1.3084129364920285,-0.9286030426416705,0.3530948444665083,0.9999115808203716
Ffar2,2.837354317064468,-0.37959060323423227,1.178672413365013,-0.32204928097920965,0.7474153607960062,0.9999115808203716
Ffar3,1.3419473440086265,1.7313261953693708,1.7705769456184277,0.9778316608345154,0.3281575892053066,0.9999115808203716
Ffar4,1.352529777131515,0.10890388341562877,1.6163983736452465,0.06737440793758809,0.9462836423917165,0.9999115808203716
Fga,0.9774449891363125,-0.9550164827860925,2.1613300899341334,-0.4418651677658348,0.6585867776510481,0.9999115808203716
Fgb,1.0493392607134695,1.0603458528822105,1.9514769221608292,0.5433555687187486,0.5868850111057515,0.9999115808203716
Fgf1,1462.159497473939,-0.5355305369796419,0.2546058509479025,-2.1033708965675824,0.035433360451192414,0.9999115808203716
Fgf10,50.80829830604668,0.16809732105494746,0.3033368824486468,0.5541605086002206,0.5794690025551175,0.9999115808203716
Fgf12,2188.0671147417784,0.06074704157509751,0.139981104793523,0.4339660103747682,0.6643131235247492,0.9999115808203716
Fgf15,2.153028126682765,-0.49817291002315656,1.4903198335990466,-0.33427248218262945,0.7381739533588018,0.9999115808203716
Fgf16,6.872445536203912,-0.14324252167454465,0.7941453434429566,-0.18037318087584273,0.8568596075592328,0.9999115808203716
Fgf17,11.973845547276506,0.08022617969774064,0.6464629448577741,0.12410019837315021,0.9012359410954057,0.9999115808203716
Fgf18,76.73607078564227,0.2250776170088747,0.24676258846609803,0.9121221268101483,0.36170443162345056,0.9999115808203716
Fgf2,92.13090948789942,0.18055456677947979,0.29534819758123937,0.6113278098804578,0.5409825836925215,0.9999115808203716
Fgf21,4.115194925215222,1.0521937179780005,1.0312570984416414,1.0203020367743378,0.3075852376709237,0.9999115808203716
Fgf22,529.221529050241,-0.20576378653643415,0.2377509730004164,-0.8654592826254123,0.386786754977951,0.9999115808203716
Fgf23,4.182054108929151,0.18689068928841002,0.9796742041657074,0.1907682048723193,0.8487072000071181,0.9999115808203716
Fgf3,5.434692239329973,0.11736019423177292,0.9894009418242615,0.11861742724378624,0.9055784578883281,0.9999115808203716
Fgf4,2.0237220596715617,-0.3489116704842552,1.5036174495795367,-0.23204816529751163,0.8165006041085299,0.9999115808203716
Fgf5,32.751147418105525,0.2524975787164657,0.3665937270719604,0.6887667738703607,0.4909700478760083,0.9999115808203716
Fgf7,331.6748509307476,0.20966547061768953,0.872172390558025,0.240394528521527,0.8100244194717785,0.9999115808203716
Fgf8,2.1188219567538105,1.0621663376195472,1.7057416413755337,0.6227005965352417,0.5334812906413942,0.9999115808203716
Fgf9,135.49759469436393,0.17668063899931474,0.2100102106176621,0.8412954707282013,0.4001824273867981,0.9999115808203716
Fgfbp3,509.2863616536753,-0.007559286978706173,0.176682909139067,-0.042784483318396474,0.9658733331814072,0.9999115808203716
Fgfr1,752.278949886259,0.14258882339926437,0.20283023213112159,0.7029959089485557,0.4820582990016238,0.9999115808203716
Fgfr1op,388.4843252675659,0.053090686442108626,0.14941753096164315,0.3553176531590359,0.7223516318874914,0.9999115808203716
Fgfr2,7703.285246349343,-0.16858234056097696,0.20428988092214756,-0.8252114093953664,0.4092515770487678,0.9999115808203716
Fgfr3,3899.818245115495,-0.10406886238937883,0.18129733493332525,-0.5740231229965498,0.5659521540790263,0.9999115808203716
Fgfr4,11.434204851622626,0.19945422976578855,0.6558605677696225,0.3041107204296033,0.761043539690899,0.9999115808203716
Fgg,2.3912952369396825,0.4787246958619071,1.4770808194661793,0.3241018971696616,0.7458608906553967,0.9999115808203716
Fgl1,12.12443060048941,-0.18186205736117544,1.0124292689582992,-0.1796293952942466,0.8574435259257592,0.9999115808203716
Fgr,6.6665410346132346,-0.19539863155315843,0.8095095979980997,-0.24137901766251463,0.8092613735169296,0.9999115808203716
Fh1,2785.1510955422505,-0.030353863194030037,0.10032789210503561,-0.3025466055067904,0.76223541092222,0.9999115808203716
Fhl2,101.0078367928631,-0.1573421282968101,0.271091456513018,-0.5804023864147648,0.561643296209307,0.9999115808203716
Fhod1,56.405722898368516,0.34354989531988006,0.3581187709475852,0.9593183133373441,0.33739841237446677,0.9999115808203716
Fibcd1,60.97940129771444,-0.20243291368560698,0.2881250682700213,-0.7025869526073084,0.4823131959020809,0.9999115808203716
Fign,860.2540356999202,0.04604072356600197,0.16438036999022623,0.2800865064894274,0.7794111368249562,0.9999115808203716
Fkbp5,1091.8243744504082,0.7913033370819595,0.30844366993693,2.5654711514869595,0.010303578901879456,0.9999115808203716
Fli1,78.26964236672428,-0.1778509444824872,0.2443425414282951,-0.7278754794104466,0.4666898146128031,0.9999115808203716
Flna,997.9199681943937,0.6639671416804516,0.34244206989814585,1.9389181413309946,0.052511306575486597,0.9999115808203716
Flnb,2200.9711085076397,0.03616154279269834,0.1503950998812583,0.24044362363700034,0.8099863631379987,0.9999115808203716
Flot1,1592.599992830099,0.07717626101181962,0.11773133058524261,0.6555286568849288,0.5121274421485711,0.9999115808203716
Flot2,2145.773364181182,-0.10150632650446202,0.1192041306582794,-0.8515336334732276,0.39447298823990407,0.9999115808203716
Flt1,289.8651126607427,-0.12362834866152257,0.16942991270871194,-0.7296725040168525,0.4655903920275136,0.9999115808203716
Flt3,52.96098810625361,0.06204243884799139,0.33192037846874894,0.18691964360312038,0.8517236372694202,0.9999115808203716
Flt3l,25.012843789555394,0.46790051997966986,0.4437063432685594,1.0545274528483959,0.2916414985907191,0.9999115808203716
Flt4,31.21094662681268,-0.4041630617021157,0.4256534602089315,-0.9495119844761339,0.342360279624238,0.9999115808203716
Fmc1,2428.2886137717674,0.14394009246629513,0.132087492810015,1.0897329444607449,0.27583079956057843,0.9999115808203716
Fmo4,2.600512268900898,-0.5875798646836399,1.2191842603456922,-0.4819450872151476,0.629844955803883,0.9999115808203716
Fmod,68.35673888351613,-0.42773902429535715,0.5616290769454518,-0.7616041295826662,0.44629630940514753,0.9999115808203716
Fmr1,3453.6364053724683,-0.09091652868974244,0.10355899833866541,-0.8779201242601947,0.3799870672955633,0.9999115808203716
Fn1,203.7916455773343,-0.1203375068217331,0.26909134284988834,-0.4471994734102723,0.654731041575412,0.9999115808203716
Fndc5,490.1918016761806,0.06622747547549879,0.14259962147640376,0.46442953206897236,0.6423400357574547,0.9999115808203716
Folr1,20.876379273631063,-0.4155717549582058,0.45914961358904177,-0.9050900679405994,0.3654176734392247,0.9999115808203716
Folr2,8.019957977032083,0.5229171415703446,0.733908106625388,0.7125103767756302,0.47614878805089444,0.9999115808203716
Fopnl,830.146231518669,0.014914022579434189,0.13405624241392333,0.11125198133917852,0.9114165322828377,0.9999115808203716
Fos,571.0087742929434,0.5983611626618401,0.20132101737167957,2.9721743436113464,0.0029569871901712437,0.627497323314256
Fosb,136.93602121538814,0.3505017014491745,0.1950449551028411,1.7970303372592533,0.07233080371280746,0.9999115808203716
Fosl1,16.129100927652626,1.8051732465048616,0.7558517676228267,2.388263577370703,0.016928196159423297,0.9999115808203716
Fosl2,104.03031919729189,0.13989320833175117,0.256380129728969,0.5456476228467416,0.5853081820336705,0.9999115808203716
Foxa1,9.368273781136791,-1.0879822814182571,1.217854950532856,-0.8933594932156949,0.37166468753289816,0.9999115808203716
Foxa2,4.8355005245776415,-1.5818019959509937,1.0643944082570023,-1.4861051351643904,0.13725131423357684,0.9999115808203716
Foxb1,65.62553458083416,-1.4502315377276773,0.6888680179561061,-2.1052385942238425,0.03527054429855759,0.9999115808203716
Foxc1,72.55371385685912,-0.29336064975684445,0.3322333614562489,-0.8829957607838745,0.3772385619527183,0.9999115808203716
Foxc2,17.393834532744886,-1.4469634848192632,0.8037868379040753,-1.8001831040084102,0.07183173080913328,0.9999115808203716
Foxd1,9.514853446554019,0.029304754076634302,0.6853457730136983,0.042759079037974275,0.965893584332076,0.9999115808203716
Foxd2,9.764539385308899,-0.11547347058577141,0.6638864657622789,-0.17393556962060372,0.8619160981656661,0.9999115808203716
Foxd3,0.529862782719147,1.0029855055028445,3.545619164277312,0.28288021330888724,0.7772686628377037,0.9999115808203716
