,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,delta_log2FC,se_delta,z,p_delta,q_delta,mean_cpm_all,detect_rate_all,mean_cpm_cond_control,mean_cpm_cond_mtDSB,mean_cpm_age_21,mean_cpm_age_60
2610035D17Rik,0.1461526689695962,0.14517086605482282,0.0,0.2053026076361784,0.0,1.0,1.0,131.5683342596608,1.0,131.64343409922836,131.4932344200932,129.9971683434047,133.13950017591688
9630013A20Rik,0.08430866888651047,0.42972971905928337,0.0,0.6077295968484184,0.0,1.0,1.0,13.639799745187617,1.0,12.31238625135058,14.967213239024654,10.712834230376307,16.566765259998927
A2m,0.6789058488159088,0.47310816470781125,0.0,0.6690759829992308,0.0,1.0,1.0,408.27929970100485,1.0,265.94076836370834,550.6178310383013,319.9185750115184,496.64002439049136
Aatf,0.15894433228337468,0.1671803690441902,0.0,0.23642874526483293,0.0,1.0,1.0,107.37935922332628,1.0,102.7291214710191,112.02959697563342,117.62574810677769,97.13297033987483
Abca1,0.19458829594790683,0.23134152552059126,0.0,0.32716632293130166,0.0,1.0,1.0,530.1306150950498,1.0,511.5342700203005,548.7269601697994,604.949842372133,455.31138781796676
Abca13,0.8036387842075137,2.9339007923452955,0.0,4.149162291191887,0.0,1.0,1.0,0.22183106480349765,0.5833333333333334,0.17837369361021396,0.2652884359967813,0.19502580220171062,0.24863632740528466
Abca3,0.007486403974090589,0.1276028472269529,0.0,0.18045767714577884,0.0,1.0,1.0,303.0127020672461,1.0,301.0140909726436,305.0113131618486,310.5254779267197,295.49992620777255
Abca4,-0.5445355193246226,0.6025329103026653,0.0,0.8521102135261609,0.0,1.0,1.0,5.805733917813664,1.0,7.650134522579172,3.9613333130481565,6.11410025883611,5.497367576791217
Abca7,-0.03362954658262025,0.20944399660960072,0.0,0.2961985405629219,0.0,1.0,1.0,53.8068082431548,1.0,52.737267302071956,54.87634918423763,58.00472291372218,49.60889357258741
Abca8a,-0.7188395300253227,0.5856828509050567,0.0,0.8282806309992705,0.0,1.0,1.0,5.118999480960631,1.0,6.062935153747781,4.175063808173482,5.261483756768308,4.976515205152956
Abca8b,0.386387365080241,0.2974848354831345,0.0,0.42070708894057773,0.0,1.0,1.0,21.735068279957144,1.0,19.546992157613353,23.923144402300935,23.352949489853767,20.11718707006052
Abcb1a,-0.005444554983763639,0.24391075313756896,0.0,0.344941895095786,0.0,1.0,1.0,79.23564450295608,1.0,80.79139841482628,77.67989059108585,81.10148512859692,77.3698038773152
Abcb1b,0.0035706570829615336,0.3253257003453744,0.0,0.46008001761695394,0.0,1.0,1.0,15.870577824830898,1.0,16.193171903306705,15.547983746355095,16.825949823976543,14.915205825685257
Abcb4,0.10608875636678605,0.389771851837114,0.0,0.5512206390993232,0.0,1.0,1.0,11.38132393501054,1.0,10.821440535910076,11.941207334111,12.037877130771458,10.72477073924962
Abcb8,0.1591030275181912,0.20023005954275877,0.0,0.2831680658001418,0.0,1.0,1.0,52.04817119415179,1.0,51.75477697707777,52.341565411225815,58.49568736505008,45.600655023253495
Abcc1,-0.02383410446776236,0.22972667682571918,0.0,0.3248825820058331,0.0,1.0,1.0,38.036103994113695,1.0,39.529463894273825,36.54274409395355,38.090900553162335,37.98130743506505
Abcc6,-0.23086044418867807,0.8900738885628819,0.0,1.2587545647197864,0.0,1.0,1.0,2.3283339048148837,1.0,2.521759993102019,2.1349078165277477,2.269668131594268,2.3869996780354987
Abcc8,0.16710083527050099,0.36669617381200703,0.0,0.5185867022752622,0.0,1.0,1.0,13.55986294155475,1.0,13.777147278022317,13.342578605087182,13.654788921474841,13.464936961634656
Abcc9,1.086452755499133,0.6895120365657315,0.0,0.9751172735307508,0.0,1.0,1.0,3.6833921958852813,1.0,3.261097225537691,4.105687166232873,3.381769606991941,3.9850147847786235
Abcd2,-0.10332661730883316,0.1893183996443144,0.0,0.26773664838375916,0.0,1.0,1.0,200.06023898544504,1.0,209.4187326283317,190.70174534255833,215.77795691982018,184.3425210510699
Abcd3,0.1372361199062624,0.09799624141345226,0.0,0.13858761366849215,0.0,1.0,1.0,704.8145443918958,1.0,689.6268701364415,720.0022186473499,712.5240022477897,697.1050865360017
Abcf1,-0.11702886273185258,0.14972847601657732,0.0,0.21174804145609832,0.0,1.0,1.0,119.77140823666507,1.0,123.64410033565234,115.89871613767775,124.12801684302208,115.414799630308
Abcg2,0.40069803796180453,0.22668464118118314,0.0,0.3205804939401078,0.0,1.0,1.0,62.15039771531645,1.0,59.16747852161742,65.13331690901549,60.79473318736503,63.50606224326788
Abcg8,-1.4166670859143118,3.049077898429731,0.0,4.31204731669138,0.0,1.0,1.0,0.23284866036087926,0.3333333333333333,0.26785174097510317,0.19784557974665526,0.2795475569086591,0.18614976381309936
Abhd17c,0.07148861380086687,0.1982712179877593,0.0,0.2803978455065215,0.0,1.0,1.0,117.72302339377258,1.0,118.68654360621717,116.75950318132799,109.83333704275223,125.61270974479294
