,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,delta_log2FC,se_delta,z,p_delta,q_delta,mean_cpm_all,detect_rate_all,mean_cpm_cond_control,mean_cpm_cond_mtDSB,mean_cpm_age_21,mean_cpm_age_60
Abhd4,0.05737232298347136,0.1262538371789658,0.0,0.17854988884013792,0.0,1.0,1.0,549.0671146642777,1.0,524.5633316834261,573.5708976451292,521.4602904104999,576.6739389180555
Abhd5,-0.003482778302228169,0.14241235307956202,0.0,0.20140148117458243,0.0,1.0,1.0,135.89641675226122,1.0,139.89496401565364,131.89786948886876,131.31986320962932,140.4729702948931
Abi1,0.023558406147540265,0.09158423244263797,0.0,0.12951966361990863,0.0,1.0,1.0,913.6435861255841,1.0,914.6313549389844,912.6558173121842,902.3090728364865,924.9780994146819
Abi3bp,-0.008741889303198557,0.640294827749549,0.0,0.9055136293207571,0.0,1.0,1.0,3.7086451001575464,1.0,3.7280786361418805,3.689211564173212,3.859080539339068,3.5582096609760243
Abitram,0.09058485886902651,0.19181890161271573,0.0,0.27127289218021294,0.0,1.0,1.0,74.03025855768423,1.0,73.018585814491,75.04193130087747,67.83870916891267,80.22180794645577
Abl1,-0.06047071337879508,0.1360583974719804,0.0,0.19241563097962391,0.0,1.0,1.0,169.7128819462238,1.0,173.58796504232976,165.83779885011782,172.49802361488037,166.9277402775672
Abracl,-0.14891285567776544,0.43877715991345606,0.0,0.6205246104091579,0.0,1.0,1.0,9.275058338015503,1.0,8.7619371305832,9.788179545447813,8.930165361403832,9.619951314627182
Abraxas1,-0.01938760221615275,0.19975700286229692,0.0,0.2824990626268615,0.0,1.0,1.0,48.4210005876996,1.0,49.20993392445259,47.6320672509466,49.9712025668002,46.87079860859898
Abraxas2,0.039960203401552374,0.14324535761148274,0.0,0.20257952748114297,0.0,1.0,1.0,118.4723577096688,1.0,120.88257747705036,116.06213794228721,113.36345935830757,123.58125606103
Acaa2,-0.09358040153810426,0.11635519667916654,0.0,0.16455109719626623,0.0,1.0,1.0,327.57968543036145,1.0,338.55610530518385,316.60326555553894,314.0845607669203,341.07481009380257
Acaca,-0.020860575156729518,0.11322729194736876,0.0,0.16012757190274685,0.0,1.0,1.0,502.089454615887,1.0,520.8513651172104,483.3275441145635,501.8717738739952,502.3071353577787
Acacb,-0.3157764099864201,0.24275883078428961,0.0,0.3433128308809776,0.0,1.0,1.0,68.18455813091147,1.0,74.76793211054103,61.60118415128192,75.15899864898857,61.21011761283436
Acan,1.2833398057095573,1.3622640420919159,0.0,1.9265322838595802,0.0,1.0,1.0,0.7823029678670678,0.9166666666666666,0.5214910839567842,1.0431148517773512,0.9987126316818503,0.565893304052285
Ace,-0.43189765196007657,0.4115979070242922,0.0,0.5820873423581343,0.0,1.0,1.0,12.771102071720003,1.0,13.782454591114139,11.759749552325871,13.140905722973159,12.401298420466853
Ace2,0.7925386000536119,0.6830863623647782,0.0,0.9660299979283717,0.0,1.0,1.0,3.5053504751498186,1.0,2.7307009766573973,4.279999973642241,3.3100808558719934,3.7006200944276437
Acer1,0.9543856482214617,4.427724182917884,0.0,6.261747589929802,0.0,1.0,1.0,0.13914254187118388,0.3333333333333333,0.0,0.27828508374236777,0.06927604592281374,0.20900903781955402
Ache,0.04565034829540265,0.18567331963577785,0.0,0.2625817267997517,0.0,1.0,1.0,54.854304937098675,1.0,54.334715803526905,55.37389407067044,60.90067093724456,48.80793893695278
Ackr1,0.06961930642808024,0.2570868172684288,0.0,0.3635756636883456,0.0,1.0,1.0,29.909185685574727,1.0,30.211313712287865,29.607057658861592,29.26752256468538,30.550848806464085
Ackr2,1.0441480593876187,1.8879528882780097,0.0,2.669968579724218,0.0,1.0,1.0,0.2370055349858907,0.5,0.1908839672829046,0.28312710268887675,0.4148222900810035,0.05918877989077776
Ackr3,-0.0759039252493523,0.1876134555291865,0.0,0.2653254932930571,0.0,1.0,1.0,161.41210759032825,1.0,177.93604607047624,144.88816911018023,164.37115551779084,158.45305966286563
Ackr4,0.10592468870281181,0.931189981763998,0.0,1.316901501356601,0.0,1.0,1.0,1.9226555714960423,1.0,1.9274548458761414,1.9178562971159427,2.047639992539145,1.7976711504529395
Acly,-0.085636638896694,0.1096081914405085,0.0,0.15500939088235371,0.0,1.0,1.0,883.3843290142032,1.0,929.7685020085322,837.0001560198743,878.8336065295363,887.9350514988702
Acod1,-0.9452393414146,2.8667325449702536,0.0,4.054172044793271,0.0,1.0,1.0,0.15074213541182982,0.4166666666666667,0.1509548098836215,0.15052946094003816,0.21509988243234002,0.08638438839131966
Acot6,-0.10029556329340385,0.18319085209050148,0.0,0.2590709875290709,0.0,1.0,1.0,91.30165796302157,1.0,93.88342455519334,88.71989137084982,94.42243169864729,88.18088422739588
Acox1,-0.01148312247937213,0.09231329314847206,0.0,0.1305507111578925,0.0,1.0,1.0,1135.7171406779955,1.0,1136.3811059171478,1135.053175438843,1115.9886931137469,1155.4455882422442
Acp2,-0.023521529114742694,0.11906957514145633,0.0,0.1683898080310499,0.0,1.0,1.0,250.37886035048723,1.0,253.29932063143323,247.45840006954128,270.75448052863334,230.00324017234118
Acp5,0.22885782158070758,1.3123650352533982,0.0,1.8559644316396007,0.0,1.0,1.0,1.1700572534412135,1.0,1.1447260251481859,1.1953884817342406,0.8865526584452326,1.4535618484371942
Acr,-0.5373344883473825,0.7646726733917205,0.0,1.0814104654866634,0.0,1.0,1.0,2.6806561441165813,1.0,3.2325204065075006,2.1287918817256624,2.8277647725989214,2.533547515634241
Acsl1,0.08259362441413176,0.23112931217803617,0.0,0.3268662079441437,0.0,1.0,1.0,31.31830983214645,1.0,30.944347569791756,31.69227209450114,32.873016136804665,29.763603527488232
Acsl4,0.16315900873969233,0.12535817738241994,0.0,0.17728323460859047,0.0,1.0,1.0,224.9486103721879,1.0,221.78950849677548,228.1077122476003,212.84233687951624,237.05488386485953
Acsl6,-0.015593368569603633,0.11119023085978819,0.0,0.1572467324853079,0.0,1.0,1.0,4045.5568923921055,1.0,4152.216814467119,3938.8969703170947,4336.503571470409,3754.610213313803
Acss1,0.06780634442187808,0.15978280499132372,0.0,0.22596700985274548,0.0,1.0,1.0,627.6072586039642,1.0,640.8878634859138,614.3266537220144,668.3434537424788,586.8710634654497
Acss2,-0.1137606201292377,0.11425190823179557,0.0,0.16157659814841155,0.0,1.0,1.0,330.776889536576,1.0,355.34635009684865,306.20742897630345,347.8565125949147,313.6972664782373
Actc1,0.9200296512650015,2.8819249511055407,0.0,4.075657351594875,0.0,1.0,1.0,0.22089326144258323,0.5,0.1799822435117339,0.2618042793734325,0.21131066794752293,0.23047585493764347
Actg2,0.9543856482214617,4.427724182917884,0.0,6.261747589929802,0.0,1.0,1.0,0.1350491964598194,0.3333333333333333,0.12368062670252013,0.14641776621711866,0.06927604592281374,0.20082234699682502
Actl6a,-0.02902344864176741,0.21681792819563137,0.0,0.30662685461989775,0.0,1.0,1.0,45.455164424896,1.0,45.61453827306235,45.295790576729644,45.53131662237134,45.37901222742065
Actl6b,0.03512754918816461,0.21483977217019143,0.0,0.30382931954023057,0.0,1.0,1.0,46.25489364878724,1.0,42.75242463580977,49.75736266176474,46.082862471168845,46.426924826405646
Actn1,-0.05589133220011177,0.21240112594283814,0.0,0.30038055297167754,0.0,1.0,1.0,42.78574389711567,1.0,43.507597262119305,42.06389053211205,43.2261438785683,42.34534391566305
Actn2,-0.18760548598790147,0.5141518371828953,0.0,0.7271205012630939,0.0,1.0,1.0,6.161758626117325,1.0,5.687832073159235,6.635685179075414,6.891036875769633,5.432480376465016
Actr1a,-0.0007829114397106774,0.142313872453217,0.0,0.2012622085371743,0.0,1.0,1.0,128.39600767231678,1.0,128.21337045067236,128.57864489396124,118.77388778025073,138.01812756438287
Actr1b,0.03725745830743437,0.12529414197635655,0.0,0.17719267486886353,0.0,1.0,1.0,213.62041312574388,1.0,212.14092734428448,215.09989890720328,210.39586529241436,216.8449609590734
Actr2,-0.011838456053940636,0.11250712299268933,0.0,0.15910909919983915,0.0,1.0,1.0,1194.3040660914646,1.0,1165.9501630564537,1222.6579691264749,1121.1737947345591,1267.4343374483694
Acvr1,0.22129836937666772,0.1810993330257919,0.0,0.25611313290179666,0.0,1.0,1.0,95.57932359649037,1.0,94.70256072539644,96.45608646758429,93.9330129712091,97.22563422177164
Acvr1b,-0.0023944446470186543,0.15288272696443675,0.0,0.21620882592568932,0.0,1.0,1.0,95.62359852585337,1.0,96.4915462545113,94.75565079719541,102.61951988378796,88.62767716791876
Acvr1c,-0.08339143822467818,0.3352330432246425,0.0,0.4740911162838954,0.0,1.0,1.0,53.64451837665871,1.0,55.487448990645994,51.80158776267141,51.35194857467702,55.93708817864039
Acvr2a,-0.05167773613605719,0.17336108891189894,0.0,0.24516960312697547,0.0,1.0,1.0,116.24496737616055,1.0,121.75098567647812,110.73894907584297,117.2247826261325,115.26515212618857
Acvr2b,0.01914596422428293,0.22848136498285385,0.0,0.32312144510826907,0.0,1.0,1.0,36.40023301346006,1.0,36.95238244308396,35.84808358383615,41.453226342320704,31.347239684599412
Acvrl1,0.15411505866917807,0.3369557095343411,0.0,0.47652733434251443,0.0,1.0,1.0,25.619360578791774,1.0,24.12921979739026,27.109501360193292,26.88532528425479,24.35339587332876
Ada,0.7312133751044455,1.0083230633157172,0.0,1.4259841513946723,0.0,1.0,1.0,2.1934511550633453,1.0,1.6000823655994736,2.7868199445272173,1.8783581899365673,2.508544120190123
Adad1,0.1747457566523303,1.8422398643956583,0.0,2.6053206013727115,0.0,1.0,1.0,0.3516602978454673,0.5,0.3310649746068015,0.3722556210841332,0.5927040022706203,0.11061659342031438
Adad2,-0.007397932673110196,3.6467602450555323,0.0,5.157297797280566,0.0,1.0,1.0,0.20443552469153073,0.4166666666666667,0.20772768593499866,0.2011433634480628,0.15862617207625684,0.2502448773068046
Adam10,-0.025019550601912702,0.10815868288560086,0.0,0.1529594762252275,0.0,1.0,1.0,401.39152699382475,1.0,402.0312619592016,400.7517920284479,406.0483731072532,396.7346808803963
Adam17,-0.05268150558239994,0.1987498646830117,0.0,0.2810747541545326,0.0,1.0,1.0,55.60316312546312,1.0,57.56041227836348,53.64591397256279,59.12238207674517,52.08394417418108
Adam18,-2.955005215329227,2.1328737084845835,0.0,3.016338925367897,0.0,1.0,1.0,0.8104673197411376,0.6666666666666666,0.7903831631472286,0.8305514763350468,0.689380151203112,0.9315544882791632
Adam28,-2.7858761240844245,3.766368218151703,0.0,5.326449015001126,0.0,1.0,1.0,0.2546780839248318,0.25,0.4579283543201271,0.05142781352953662,0.2803620146477938,0.22899415320186992
Adamdec1,0.9543856482214617,4.427724182917884,0.0,6.261747589929802,0.0,1.0,1.0,0.04749497634379102,0.16666666666666666,0.0,0.09498995268758204,0.06927604592281374,0.02571390676476831
Adamts1,-0.14853345468564208,0.3099288102677664,0.0,0.438305526850833,0.0,1.0,1.0,53.63932008577951,1.0,56.84199863126256,50.43664154029647,50.86031947167777,56.41832069988127
Adamts13,-0.969188503896664,4.42774672984595,0.0,6.261779476101263,0.0,1.0,1.0,0.24926984674758978,0.4166666666666667,0.21833381977692787,0.28020587371825173,0.08935012615344311,0.40918956734173645
Adamts14,0.8272902033153806,2.0537553879950385,0.0,2.904448723499401,0.0,1.0,1.0,0.3363801182180399,0.5833333333333334,0.2884243234388763,0.38433591299720354,0.42115189338436076,0.2516083430517191
Adamts18,0.4654746229836159,1.1611725651354856,0.0,1.6421459898701598,0.0,1.0,1.0,1.4170107296498073,1.0,1.3456356686799118,1.4883857906197029,1.3379863006932637,1.4960351586063512
Adamts20,0.5116424119471913,0.2481013211882063,0.0,0.3508682532670447,0.0,1.0,1.0,153.09046993289377,1.0,131.2366190193289,174.9443208464587,153.2271796007515,152.9537602650361
Adamts3,-0.27921596762015494,0.33403828641257544,0.0,0.47240147499653257,0.0,1.0,1.0,15.508153433490902,1.0,17.012726513408968,14.003580353572838,15.842158436213717,15.174148430768085
Adamts5,0.354639813295896,0.5744402494637549,0.0,0.8123811915646263,0.0,1.0,1.0,5.290756327834468,1.0,5.199179150738755,5.382333504930183,5.215731689618033,5.365780966050903
Adamts6,-0.04604964500816572,0.23161932205836006,0.0,0.3275591865625946,0.0,1.0,1.0,41.85394346788714,1.0,44.34758759635799,39.360299339416294,43.58844469459296,40.119442241181325
Adar,0.07642351356268706,0.12936758570171158,0.0,0.1829533942308242,0.0,1.0,1.0,193.6095863166464,1.0,187.92101158358867,199.29816104970416,193.67229700973985,193.546875623553
Adarb1,-0.11500139595682977,0.4389346379347651,0.0,0.6207473179626688,0.0,1.0,1.0,1090.2670410963942,1.0,1122.9725811670876,1057.5615010257004,992.8992943546524,1187.6347878381357
Adcy1,0.1069936623315151,0.4466396970135174,0.0,0.6316439170107263,0.0,1.0,1.0,491.7249917673302,1.0,482.34192635394373,501.1080571807167,455.6193429833784,527.830640551282
Adcy2,-0.15438676276768315,0.15769731997758704,0.0,0.2230176886621932,0.0,1.0,1.0,264.4341541672898,1.0,270.4027822078845,258.4655261266951,281.42139967161364,247.44690866296597
Adcy3,-0.06535687773435367,0.22625486031363812,0.0,0.3199726920083772,0.0,1.0,1.0,29.765269543578032,1.0,31.10095235270064,28.42958673445543,32.69245012041197,26.8380889667441
Adcy8,-0.0035996561163781334,0.23152293207502758,0.0,0.32742287054088887,0.0,1.0,1.0,203.1581403262156,1.0,215.6404341027223,190.6758465497089,218.6767537500901,187.6395269023411
Adcyap1,-0.7815603397495257,0.3884080567101685,0.0,0.5492919415344985,0.0,1.0,1.0,49.95693510814025,1.0,49.95144279145243,49.962427424828086,51.41087808522793,48.50299213105257
Adcyap1r1,0.09508280442421972,0.13528250557331148,0.0,0.1913183541335909,0.0,1.0,1.0,1406.9267739800082,1.0,1395.0783244757802,1418.7752234842367,1481.5335074608092,1332.3200404992074
Add2,-0.11432936082754776,0.15081440196063142,0.0,0.21328377265391246,0.0,1.0,1.0,346.8165330163574,1.0,341.5932112028502,352.0398548298645,313.0557474202521,380.57731861246276
Adgra2,-0.08952193735446404,0.4701077746346652,0.0,0.664832790665378,0.0,1.0,1.0,11.154361284235938,1.0,11.268444716436138,11.040277852035734,11.458367735589706,10.850354832882166
Adgra3,-0.04226969642484911,0.1659497328031284,0.0,0.2346883628023755,0.0,1.0,1.0,79.1486310518295,1.0,81.98150593355442,76.31575617010456,81.39210501265141,76.90515709100755
Adgrb1,-0.03848552831056207,0.1070617738829613,0.0,0.1514082126370055,0.0,1.0,1.0,1562.62958248436,1.0,1637.0650803666213,1488.194084602099,1710.783869428916,1414.4752955398044
Adgre1,0.29074391479931966,0.5786366117521685,0.0,0.8183157440255318,0.0,1.0,1.0,8.24245566750632,1.0,6.231170186610888,10.253741148401751,7.314568056289425,9.170343278723214
Adgre5,0.04701140279666729,0.16239279897006748,0.0,0.229658098735197,0.0,1.0,1.0,99.46066461262957,1.0,99.00256880997192,99.91876041528724,100.60669469740861,98.31463452785054
Adgrf5,0.04955573378673975,0.2120800260698897,0.0,0.2999264491764776,0.0,1.0,1.0,131.37662186433764,1.0,132.1937137002982,130.55953002837705,127.36373803382249,135.38950569485274
Adgrg1,-0.18845135617080105,0.21523432192783673,0.0,0.3043872971585236,0.0,1.0,1.0,832.7731422233911,1.0,879.9930359221077,785.5532485246748,1038.3936193908644,627.1526650559181
Adgrg2,-0.17217036973439626,0.6986120559628979,0.0,0.9879866443800819,0.0,1.0,1.0,4.188289158552122,1.0,4.688755923867018,3.6878223932372265,3.4293584966726858,4.947219820431559
Adgrg5,-0.9456660869038778,1.4069571339289497,0.0,1.9897378604798999,0.0,1.0,1.0,0.7429149537951906,0.8333333333333334,0.8387637936860474,0.6470661139043337,0.9274900378352232,0.5583398697551578
Adgrg6,-0.018906630480839,0.42024561604749183,0.0,0.5943170497421993,0.0,1.0,1.0,9.0924581536876,1.0,8.229720293006919,9.955196014368282,9.940183673913639,8.244732633461561
Adgrl1,-0.020179944808401535,0.11125957423251892,0.0,0.1573447988234844,0.0,1.0,1.0,589.1503058736449,1.0,603.6445536239552,574.6560581233346,627.4691718616932,550.8314398855965
Adgrl2,0.021827864948433324,0.28742118219746154,0.0,0.4064749339769585,0.0,1.0,1.0,33.5525918891035,1.0,33.43225274336495,33.672931034842044,31.982540564737956,35.122643213469054
Adgrl3,0.039107864619996366,0.11066645088885571,0.0,0.1565059957467158,0.0,1.0,1.0,531.5412131933525,1.0,536.5773723409226,526.5050540457827,556.8913993901823,506.191026996523
Adgrv1,-0.13968638169114989,0.4592799842175178,0.0,0.6495199826069147,0.0,1.0,1.0,9.316490378685677,1.0,10.305677194538557,8.327303562832796,9.256724613682312,9.37625614368904
Adh5,0.02486451327357919,0.10837570226192185,0.0,0.1532663879705184,0.0,1.0,1.0,544.7830055547514,1.0,536.1693593422457,553.3966517672571,531.4625161506577,558.1034949588452
Adipoq,2.0604664965273884,4.308718898807982,0.0,6.093448703147515,0.0,1.0,1.0,0.12720798004563907,0.25,0.05758022998925783,0.19683573010202035,0.17112182333725204,0.08329413675402614
Adipor1,0.010150996605299754,0.13197787233562894,0.0,0.18664489699019135,0.0,1.0,1.0,249.7712992389351,1.0,241.79727391741122,257.745324560459,244.85296137177374,254.68963710609648
Adm,1.2294226042047827,0.5827040079557302,0.0,0.8240679109001535,0.0,1.0,1.0,10.22266303801235,1.0,8.78789992477134,11.657426151253356,9.98750494009696,10.457821135927738
Adora1,-0.017872807474191937,0.12501526205949204,0.0,0.17679827910816026,0.0,1.0,1.0,624.7483959408772,1.0,621.0231336418514,628.4736582399031,621.0999750657544,628.3968168160001
Adora2a,0.2618683316833427,0.47106498123344237,0.0,0.6661864852193616,0.0,1.0,1.0,13.831649651914823,1.0,12.83700336428768,14.826295939541962,14.612020932537996,13.051278371291644
Adora2b,0.2543748132778154,0.18032006194930258,0.0,0.2550110771766604,0.0,1.0,1.0,198.36061984110245,1.0,196.55003166202198,200.1712080201829,184.39407014089844,212.32716954130646
Adprhl1,-0.7099035665479739,1.556532135744671,0.0,2.201268856639673,0.0,1.0,1.0,0.6330422797223643,1.0,0.7866656779554796,0.4794188814892488,0.571722531077855,0.6943620283668733
Adra1a,-0.011344788639612054,0.14033076813434256,0.0,0.1984576755138214,0.0,1.0,1.0,128.47783177279163,1.0,135.6676092607614,121.28805428482183,143.63257785126316,113.32308569432007
Adra1b,-0.12841549730223387,0.3566857981403592,0.0,0.5044298932359681,0.0,1.0,1.0,52.69934410173096,1.0,54.31223029819213,51.08645790526978,50.65685151661637,54.741836686845545
Adra2a,-0.14609996829109986,0.18929817778985444,0.0,0.26770805036292555,0.0,1.0,1.0,141.22398949278843,1.0,144.6157045116386,137.83227447393827,143.8227845916347,138.62519439394214
Adrb1,-0.36703383503259596,0.22994327288703642,0.0,0.3251888950933045,0.0,1.0,1.0,143.5318003399477,1.0,160.65880112961563,126.40479955027978,163.14939581937355,123.91420486052186
Adrb2,-0.09872899870190521,0.8442691020904605,0.0,1.1939768144688843,0.0,1.0,1.0,2.2036989096407567,1.0,1.9491822864574606,2.458215532824052,2.6087204870568166,1.7986773322246956
Adrb3,0.048850316598125075,2.6019100509905457,0.0,3.679656482185701,0.0,1.0,1.0,0.35824442691841213,0.6666666666666666,0.3689277241716427,0.3475611296651815,0.2702472792377543,0.44624157459906993
Adtrp,-0.7413969845879623,1.679396854672624,0.0,2.375025808484742,0.0,1.0,1.0,0.5550359976093937,0.8333333333333334,0.5355755607387603,0.5744964344800271,0.5750773776355299,0.5349946175832576
Aebp2,-0.1376256738619846,0.14813237948862643,0.0,0.20949082009941358,0.0,1.0,1.0,147.03853889385232,1.0,150.9845841672392,143.0924936204654,150.0597046305219,144.0173731571827
Afap1l2,0.0772539812483811,0.21294794630186847,0.0,0.30115387373959995,0.0,1.0,1.0,75.30445812615297,1.0,73.5162020327558,77.09271421955013,78.59477967286294,72.01413657944299
Afdn,0.1131415422074832,0.13744637163136803,0.0,0.19437852286005328,0.0,1.0,1.0,136.6777138989501,1.0,133.39302832128752,139.96239947661263,142.89868430692408,130.45674349097607
Afg3l2,0.03840382264761166,0.11307849283374,0.0,0.15991713817818393,0.0,1.0,1.0,281.36994446722434,1.0,276.4791827869138,286.26070614753485,282.7344445716516,280.00544436279705
Afp,0.9543856482214617,4.427724182917884,0.0,6.261747589929802,0.0,1.0,1.0,0.3226317662059816,0.5,0.1828694065932979,0.4623941258186654,0.0641450725487185,0.5811184598632447
Ager,-0.3148218056213209,0.5991234027858587,0.0,0.84728844175488,0.0,1.0,1.0,4.246512065992633,1.0,4.786443334960562,3.706580797024703,5.184996661895645,3.3080274700896197
Agl,-0.008991684245226585,0.09983326396412943,0.0,0.14118555587404502,0.0,1.0,1.0,501.289083015921,1.0,509.65725155594845,492.92091447589365,540.6099299024262,461.96823612941586
Ago1,-0.16627549333840125,0.15177568704062477,0.0,0.21464323505134597,0.0,1.0,1.0,113.31332838549423,1.0,117.74760983489323,108.87904693609521,113.81467506840829,112.81198170258013
Ago2,-0.1510023111362621,0.14243151255934564,0.0,0.20142857677074041,0.0,1.0,1.0,162.18943797959537,1.0,167.8142412492609,156.56463470992983,173.57426588031544,150.8046100788753
Ago3,0.057729365491297216,0.15083962696865813,0.0,0.2133194462023748,0.0,1.0,1.0,157.8983973422854,1.0,160.4285574627969,155.3682372217739,158.97024010227872,156.82655458229212
Agpat3,-0.006080970260896086,0.10494875045350749,0.0,0.1484199462454598,0.0,1.0,1.0,1635.6554076770947,1.0,1633.5056610570346,1637.8051542971546,1636.155177682673,1635.1556376715162
Agpat4,0.12073883061093436,0.19909111209702926,0.0,0.28155735087556094,0.0,1.0,1.0,93.42959282939914,1.0,92.00044812618255,94.85873753261573,91.34338705193368,95.51579860686458
Agps,-0.012120930840276841,0.12566057202983583,0.0,0.17771088522015505,0.0,1.0,1.0,197.75796096676433,1.0,200.02387651656034,195.49204541696827,197.21819906233702,198.2977228711916
Agr3,0.2741332301768127,1.1360324837959634,0.0,1.6065925458806447,0.0,1.0,1.0,1.9236569027385018,0.9166666666666666,1.6162352729052027,2.2310785325718014,2.024116103486678,1.8231977019903256
Agrn,0.21916198718578053,0.19213205127924085,0.0,0.2717157526856654,0.0,1.0,1.0,153.71526752338647,1.0,153.51049783363194,153.92003721314097,182.5603108455105,124.87022420126247
Agrp,2.950275673993793,1.6290993943714784,0.0,2.30389445797394,0.0,1.0,1.0,0.9205535784052344,0.9166666666666666,0.5150850731686973,1.3260220836417713,1.267967855705839,0.57313930110463
Agt,0.2133129330073871,0.17468841926457265,0.0,0.2470467317134761,0.0,1.0,1.0,1341.470440363112,1.0,1303.8820678844638,1379.05881284176,1530.3157131233202,1152.6251676029035
Agtr1a,-0.5388470395140129,1.3039864169213868,0.0,1.8441152759605224,0.0,1.0,1.0,0.6012051496478763,0.6666666666666666,0.5229549333128128,0.6794553659829395,0.8753580819245035,0.3270522173712492
