,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,delta_log2FC,se_delta,z,p_delta,q_delta,mean_cpm_all,detect_rate_all,mean_cpm_cond_control,mean_cpm_cond_mtDSB,mean_cpm_age_21,mean_cpm_age_60
Abraxas2,0.042288526572488334,0.1294616653223858,0.0,0.1830864429063246,0.0,1.0,1.0,118.46326468455146,1.0,117.19071172735914,119.73581764174378,114.27993208337072,122.6465972857322
Acaa2,-0.051068222537267075,0.10650236737490479,0.0,0.1506170923664322,0.0,1.0,1.0,349.1436351700134,1.0,351.47725091829693,346.8100194217299,333.4367528735002,364.8505174665265
Acaca,-0.0690529115423892,0.09828685063012628,0.0,0.13899859716406315,0.0,1.0,1.0,472.42864233650636,1.0,486.6134992419392,458.24378543107355,461.1255094515564,483.73177522145625
Acacb,-0.18365624739874298,0.1695837787327893,0.0,0.23982767984238865,0.0,1.0,1.0,54.61303710127095,1.0,55.88848085184275,53.33759335069914,58.89878278409818,50.327291418443714
Acan,0.3957696870380859,1.0199147673483986,0.0,1.4423772964487052,0.0,1.0,1.0,1.3974664793254412,1.0,1.2648637249291925,1.5300692337216895,1.313770445652942,1.4811625129979398
Ace,-0.427920398188956,0.3610948220825494,0.0,0.5106651946918411,0.0,1.0,1.0,16.25325645415308,1.0,17.332224785646783,15.174288122659377,20.46576373865739,12.040749169648771
Ace2,-0.33793925006716885,0.6970390032981061,0.0,0.9857620119672061,0.0,1.0,1.0,2.2733582359627342,1.0,2.1612214400691974,2.3854950318562707,2.2900298579516574,2.25668661397381
Acer1,-0.8476354672402232,2.927046147249524,0.0,4.139468359132192,0.0,1.0,1.0,0.14420761229561332,0.5,0.14196525856759903,0.14644996602362761,0.15295666640178335,0.13545855818944327
Ache,0.2630742200573188,0.21608962036458265,0.0,0.3055968718076461,0.0,1.0,1.0,25.824202725866456,1.0,24.883787150708233,26.764618301024683,27.82867720626353,23.81972824546939
Ackr1,0.1392146918416604,0.20775881401893279,0.0,0.29381533248812425,0.0,1.0,1.0,39.715480092473136,1.0,38.33450195671936,41.09645822822693,41.70474112059779,37.72621906434849
Ackr2,-0.5444446022085863,2.4162831401564904,0.0,3.4171403873427586,0.0,1.0,1.0,0.2717736619215469,0.5,0.23346022233972494,0.3100871015033689,0.24556072591452693,0.29798659792856685
Ackr3,-0.43596247867091037,0.19603197716555684,0.0,0.27723108076634334,0.0,1.0,1.0,42.617630750221515,1.0,48.275305431977024,36.95995606846602,41.61012275624655,43.6251387441965
Ackr4,0.35950724310072224,1.044161775021783,0.0,1.47666774354737,0.0,1.0,1.0,1.3849772338192936,0.9166666666666666,1.2288153056251012,1.5411391620134856,1.5247832443913178,1.245171223247269
Acly,-0.11622311756411498,0.09849833002763167,0.0,0.13929767419617778,0.0,1.0,1.0,888.3013311636686,1.0,935.6148287299602,840.9878335973768,865.1763201307923,911.4263421965447
