,baseMean,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,stat,pvalue_mtDSB_vs_control,padj_mtDSB_vs_control,mean_cpm_all,detect_rate_all,mean_cpm_cond_control,mean_cpm_cond_mtDSB,mean_cpm_age_21,mean_cpm_age_60
2610035D17Rik,366.1663457408933,-0.03205950600781041,0.14416957522152937,-0.2223735899793568,0.8240230692870122,0.9996486686719476,112.79543914340245,1.0,112.19695109142003,113.39392719538485,110.58653325262071,115.00434503418417
9630013A20Rik,50.00454725886173,-0.37734802075566587,0.37283282230766923,-1.0121105175774212,0.3114852141207539,0.9996486686719476,14.863389514590963,1.0,13.768314821416647,15.958464207765276,15.081223953797037,14.645555075384886
A1cf,0.14848775779947118,-0.9251351541152105,4.425803753669679,-0.2090321228879906,0.8344231620556163,0.9996486686719476,0.08151608678644003,0.25,0.044453026842160105,0.11857914673071995,0.044453026842160105,0.11857914673071995
A2m,901.8900800011533,-0.00534052333298933,0.6097353461391802,-0.008758756347004171,0.993011612892305,0.9996486686719476,250.90295886879485,1.0,226.1357071227807,275.67021061480904,272.08082224896145,229.72509548862828
Aatf,377.9120044232272,0.03802077080918179,0.13718206202469202,0.2771555569877516,0.7816606636859029,0.9996486686719476,107.81253915191049,1.0,106.54239947523524,109.08267882858574,114.12767268869818,101.49740561512277
Abca1,1353.202535651955,0.1123911281881629,0.18401606652210303,0.6107680177733995,0.5413531692491252,0.9996486686719476,361.5647427817921,1.0,348.4742634627748,374.65522210080945,408.9307753454641,314.19871021812025
Abca13,1.7447631389622213,-1.3561138318189734,1.5712595283937838,-0.8630743727010249,0.38809657713335244,0.9996486686719476,0.59044282264228,0.9166666666666666,0.7660368635077481,0.41484878177681184,0.5237801003126982,0.6571055449718618
Abca3,1060.0106410174988,-0.02439343537689534,0.09449419794138816,-0.2581474408833634,0.7962931194680304,0.9996486686719476,301.3277833617666,1.0,302.9696340866516,299.6859326368816,320.0005317161475,282.6550350073857
Abca4,14.86858676175226,-0.36887582103422684,0.5908230074605374,-0.6243423434366934,0.5324027812165135,0.9996486686719476,4.1208355036475615,1.0,4.144250551819659,4.097420455475464,4.498277740446471,3.743393266848651
Abca7,161.6108962354141,0.015369347893316334,0.18118189109128896,0.08482827837122227,0.9323979116725244,0.9996486686719476,49.62646157708907,1.0,50.91926360792072,48.33365954625743,48.77704355413157,50.475879600046575
Abca8a,102.78579782267542,-0.3869178184156256,0.2390883456468007,-1.618304804313673,0.10559692583778507,0.9996486686719476,29.22234206587964,1.0,30.001595887276437,28.443088244482837,30.99489769176422,27.449786439995055
Abca8b,85.1963356087378,-0.05537702379105464,0.21963596021437257,-0.25213095222205273,0.8009398461983827,0.9996486686719476,23.40734790999406,1.0,23.670518427517166,23.144177392470947,25.722799482834105,21.091896337154004
Abcb1a,195.0264372944722,0.07511839646707254,0.2008578037309899,0.3739879410793472,0.7084132879030449,0.9996486686719476,58.83973506652533,1.0,56.71163553436511,60.967834598685556,58.849310713085906,58.83015941996475
Abcb1b,73.11793555178723,0.24973121569784726,0.27964594876497606,0.8930264028524506,0.37184303356067216,0.9996486686719476,19.84734989673009,1.0,19.597821861555577,20.096877931904604,22.109657991496572,17.58504180196361
Abcb4,38.88736967169586,-0.20886905219362503,0.3429211423659011,-0.6090877067321768,0.5424663055136753,0.9996486686719476,12.029597441389292,1.0,11.818339176686216,12.240855706092374,11.7434538174624,12.315741065316189
Abcb8,184.13321226611512,0.05093882520562934,0.18817364173762588,0.2707011711908851,0.7866208759535763,0.9996486686719476,50.724439942669115,1.0,49.60116073698287,51.84771914835536,55.61903410961543,45.82984577572279
Abcc1,240.78736136419388,-0.053698781890457827,0.14888678881906953,-0.36066854766888523,0.71834723963301,0.9996486686719476,70.6400499434338,1.0,72.138786182382,69.14131370448557,72.71174986414555,68.56835002272203
Abcc6,5.608309453723225,1.121830240385061,0.8455750803552227,1.3267068370957489,0.18460567840874353,0.9996486686719476,1.7173474535357354,1.0,1.4978901807313096,1.9368047263401607,1.6958351140855452,1.7388597929859244
Abcc8,51.74546263565353,0.12054935730145608,0.2890263386191249,0.41708779164349596,0.6766141942987232,0.9996486686719476,15.054102577025054,1.0,14.765342492732719,15.342862661317389,15.62804678897877,14.480158365071334
Abcc9,9.26917209511492,-0.3897480160356004,0.6431277360803834,-0.6060196041473267,0.5445017353080943,0.9996486686719476,2.828090894906764,1.0,2.5718357544065094,3.0843460354070182,2.7928910759901844,2.8632907138233428
Abcd2,663.9891794879372,-0.018500207991022262,0.14945962402433133,-0.1237806405026853,0.9014889605585044,0.9996486686719476,189.8092411989392,1.0,191.4969096354569,188.12157276242155,200.52989704045342,179.08858535742502
Abcd3,2384.454929668837,-0.03976008462140887,0.08083440836839632,-0.49187079393474964,0.622810686113222,0.9996486686719476,702.4955447216894,1.0,707.1323389174481,697.8587505259303,719.7739013601431,685.2171880832353
Abcf1,349.44641628025676,0.06605821603512045,0.13710734357512244,0.48179925533256734,0.6299485584344431,0.9996486686719476,106.69042729600507,1.0,106.41576202477177,106.96509256723839,105.54359862856734,107.83725596344277
Abcg2,132.09684348210627,-0.001272443501255207,0.2098910377841293,-0.006062400351576239,0.995162933987294,0.9996486686719476,41.26662699753456,1.0,41.34619497403929,41.18705902102983,39.866197482715485,42.66705651235363
Abcg8,1.608156674445743,1.2729533106217803,1.7359374279796242,0.7332944667846183,0.463378849101603,0.9996486686719476,0.2970384064007711,0.5833333333333334,0.18340965143310262,0.41066716136843945,0.48365561274969116,0.11042120005185095
Abhd17c,454.2590141630733,0.02525711425742139,0.12475734966978294,0.20244991036018162,0.8395650132790419,0.9996486686719476,142.13696040501472,1.0,140.25683075834917,144.01709005168033,137.10591931265597,147.16800149737352
Abhd4,1644.0175925453357,-0.019186936306742418,0.09131726585938482,-0.21011290828929854,0.833579550994408,0.9996486686719476,491.9018885973805,1.0,478.699188415802,505.10458877895894,496.3397055986704,487.46407159609066
Abhd5,428.9961168785978,-0.08994111560810775,0.1301701601392094,-0.6909503338700741,0.48959675323082197,0.9996486686719476,133.7535350888067,1.0,135.87175808909723,131.63531208851617,129.50470507219094,138.00236510542246
