,baseMean,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,stat,pvalue_mtDSB_vs_control,padj_mtDSB_vs_control
Acsl4,895.3428622989292,-0.04635667065624822,0.14027291215024243,-0.33047485751630273,0.7410411872616258,0.9995545441197232
Acsl6,15348.50768615434,-0.1142477695214901,0.08948509288896868,-1.276724042330117,0.20169969028386447,0.9995545441197232
Acss1,2234.336582751979,-0.10949577280101468,0.1160536969586268,-0.9434923287282263,0.3454291372910546,0.9995545441197232
Acss2,1656.4754944310578,-0.2623494619272974,0.11872813972102395,-2.209665396457328,0.02712839299481209,0.9995545441197232
Actc1,0.4631632117728559,0.5536504948366535,3.138441940491903,0.17640934748338127,0.8599723615981336,0.9995545441197232
Actg2,0.827836557450684,-0.8103288617051114,2.2495806737270243,-0.3602132927122759,0.7186876348745511,0.9995545441197232
Actl6a,222.0066792211156,0.10464045299545635,0.17538810071788888,0.5966223054309149,0.5507595756377902,0.9995545441197232
Actl6b,262.1372643840349,0.12844871395551105,0.17589606979104158,0.7302534622183637,0.4652352689330408,0.9995545441197232
Actn1,416.95756771109836,0.048938845331311015,0.14905922496711077,0.32831812551091116,0.7426711408904015,0.9995545441197232
Actn2,90.65789393969482,-0.03576462620275544,0.24828184638693745,-0.1440484945766743,0.8854621757934671,0.9995545441197232
Actr1a,523.3904297553946,0.05937939559434606,0.1274574094401188,0.46587637278351635,0.6413039941483809,0.9995545441197232
Actr1b,921.5672692402424,-0.0025713931365482254,0.10524576958633394,-0.024432270737864584,0.980507807676936,0.9995545441197232
Actr2,4600.299203909811,0.09238127117214325,0.12792353861735664,0.7221600666353749,0.47019607179040857,0.9995545441197232
Acvr1,452.8660173559324,-0.06404275360848322,0.1264513589222728,-0.5064615687352878,0.6125326622033921,0.9995545441197232
Acvr1b,385.57585354669567,-0.13722853936084942,0.14355067343565772,-0.9559588685758271,0.3390930153551065,0.9995545441197232
Acvr1c,59.06014580093059,-0.29201183841592737,0.2652916735185939,-1.1007199530348648,0.27101855942687136,0.9995545441197232
Acvr2a,539.5290878678546,-0.08229457344368465,0.13002310702576558,-0.6329226806384269,0.5267841358995508,0.9995545441197232
Acvr2b,121.41062651688844,-0.29757856896634133,0.205288325531818,-1.4495640129336975,0.14718013750102715,0.9995545441197232
Acvrl1,85.69956987645593,0.2900539993760264,0.293716467686327,0.9875305993594751,0.3233825897486753,0.9995545441197232
Ada,6.649693802118727,1.1467035673410864,0.786203336209295,1.4585330722074459,0.14469366610372555,0.9995545441197232
Adad1,0.8309311467234819,1.5623612753248979,2.4368754174695346,0.6411330116117561,0.5214362679031324,0.9995545441197232
Adad2,0.17695183692085273,-1.3664512598749792,4.432695195492262,-0.30826646083506115,0.7578795845323808,0.9995545441197232
Adam10,1481.1089903575096,-0.0056295077298796885,0.09461957655838547,-0.05949622620014551,0.9525568712105659,0.9995545441197232
Adam17,217.15202435854917,-0.024595606493045267,0.18328046952147994,-0.1341965489135913,0.8932471547977111,0.9995545441197232
Adam18,9.110614701233493,0.06441654443038711,0.6662316952775912,0.09668790135171727,0.9229742481339542,0.9995545441197232
Adam28,0.0918139010052935,0.5213445237123804,4.437599094558824,0.1174834663076321,0.9064769452826117,0.9995545441197232
Adamdec1,0.387095204063953,-0.34634432620145594,3.437880514729317,-0.10074356124873221,0.9197540303828569,0.9995545441197232
Adamts1,498.9899929295227,0.016057345256697646,0.20583757425360993,0.0780097866724449,0.937820268079851,0.9995545441197232
Adamts13,0.6634777231735685,-0.29531146209427966,2.4516920197920693,-0.1204521039797345,0.9041250188057254,0.9995545441197232
Adamts14,0.5365906597585575,0.8547592335627909,2.7033948926138627,0.3161799394894691,0.7518659332806238,0.9995545441197232
Adamts18,4.5983337573709155,0.7255659289699896,0.898174987320049,0.8078224613389805,0.4191927928823488,0.9995545441197232
Adamts20,559.3587111748628,0.8964086459399883,0.23703233392211984,3.7817990107396713,0.0001556990540948318,0.09881051220493263
Adamts3,80.83967197130947,-0.07902875929045491,0.26580994706685995,-0.29731302444666063,0.7662275389167629,0.9995545441197232
Adamts5,37.01405326083821,0.06986041933273894,0.34318993570199674,0.20356196981662383,0.8386958145088569,0.9995545441197232
Adamts6,181.57013806319978,0.013265063185814895,0.16797417058284064,0.0789708509337327,0.9370558082191863,0.9995545441197232
Adar,661.3204819040686,-0.014363271387774372,0.11202195823820538,-0.1282183565942676,0.8979761735099799,0.9995545441197232
Adarb1,1132.3659192640507,0.19015465773737067,0.19118108189296806,0.9946311416096492,0.319915695657604,0.9995545441197232
Adcy1,3357.5824608886196,-0.02235342084782508,0.21031536131229228,-0.1062852504369998,0.9153560337466957,0.9995545441197232
Adcy2,1460.2135075359831,-0.009675759186927651,0.1009688671642258,-0.09582913484797284,0.9236562775762576,0.9995545441197232
Adcy3,105.85661654065275,0.009401611559565192,0.20188195492304342,0.04656984604269881,0.9628560653167758,0.9995545441197232
Adcy8,194.0829477320228,-0.2232904187389709,0.19949815799902718,-1.1192605534736804,0.26302899905611465,0.9995545441197232
Adcyap1,76.65925491592164,0.1046432744670706,0.258135492455539,0.40538119524611377,0.6851973313994677,0.9995545441197232
Adcyap1r1,3489.780126846909,0.05276451269077595,0.12795970416024635,0.41235256862346253,0.680081023099103,0.9995545441197232
Add2,2226.2731369821795,0.02140044516308129,0.15706758551798844,0.13624991491723393,0.891623716650717,0.9995545441197232
Adgra2,40.64225715417308,0.043516291416313885,0.3211927402732225,0.1354834215097663,0.8922296711169468,0.9995545441197232
Adgra3,285.27270592479675,-0.017553682645968894,0.15722029778839147,-0.11165023150887955,0.9111007419969007,0.9995545441197232
Adgrb1,3569.3839147328686,-0.10307390786969499,0.08870102393963496,-1.1620374071424635,0.24522027053816597,0.9995545441197232
Adgre1,42.34801855022907,0.21530837330998936,0.31865163424797693,0.6756857651714878,0.4992401756179684,0.9995545441197232
Adgre5,301.25243766010203,0.2017982447140242,0.15491391021850628,1.3026476733392598,0.19269507405452801,0.9995545441197232
Adgrf1,0.7135424966794103,0.03812207058598337,2.3763223152598547,0.016042466268644476,0.9872005128636152,0.9995545441197232
Adgrf5,371.78596392548815,0.22216706746161308,0.18842564398636735,1.1790702303646468,0.2383702115668671,0.9995545441197232
Adgrg1,1377.281917703348,0.10411711402914037,0.14750804987569915,0.705840217648304,0.48028750838334733,0.9995545441197232
